,store,sido,gungu,store_address
1175,동대,충남,보령시,충남 보령시 동대동 1766
1176,동문,충남,서산시,충남 서산시 동문동 406-2
1177,두정,충남,천안시,충남 천안시 서북구 성정2동 1211
1178,목천,충남,천안시,충남 천안시 동남구 목천읍 신계리 134-18
1179,배미,충남,아산시,충남 아산시 배미동 239-17
1180,배방1호,충남,아산시,충남 아산시 배방읍 공수리 89-28
1181,백석(천안),충남,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호
1182,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11
1183,봉명다가,충남,천안시,충남 천안시 동남구 다가동 373-6
1184,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5
1185,불당,충남,천안시,충남 천안시 서북구 불당동 1630
1186,서산테크노,충남,서산시,충남 서산시 오사리 1666
1187,서천,충남,서천군,충남 서천군 군사리 718-11
1188,석림,충남,서산시,충남 서산시 동문동 999-6
1189,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-1
1190,신관,충남,공주시,충남 공주시 신관동 24-25
1191,옥룡,충남,공주시,충남 공주시 옥룡동 308-1
1192,금산(충남),충남,금산군,충남 금산군 금산읍 상리 47-10
1193,연무,충남,논산시,충남 논산시 연무읍 안심리 76-64
1194,취암,충남,논산시,충남 논산시 내동 628
1195,기지시,충남,당진시,충남 당진시 반촌리 861-20
1196,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11
1197,신평,충남,당진시,충남 당진시 신평면 거산리 13-4번지 1층
1198,읍내(당진),충남,당진시,충남 당진시 읍내동 850
1199,채운,충남,당진시,충남 당진시 읍내동 1541
1200,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2
1201,동대,충남,보령시,충남 보령시 동대동 1766
1202,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5
1203,대산,충남,서산시,충남 서산시 대산읍 산리 129-5
1204,동문,충남,서산시,충남 서산시 동문동 406-2
1205,서산테크노,충남,서산시,충남 서산시 오사리 1666
1206,석림,충남,서산시,충남 서산시 동문동 999-6
1207,읍내(서산),충남,서산시,충남 서산시 읍내동 759-13
1208,서천,충남,서천군,충남 서천군 군사리 718-11
1209,권곡,충남,아산시,충남 아산시 권곡동 549-26
1210,배미,충남,아산시,충남 아산시 배미동 239-17
1211,배방1호,충남,아산시,충남 아산시 배방읍 공수리 89-28
1212,아산테크노,충남,아산시,충남 아산시 둔포면 석곡리 1704
1213,온천,충남,아산시,충남 아산시 온천동 1310
1214,용화,충남,아산시,충남 아산시 용화동 714
1215,장재,충남,아산시,충남 아산시 배방읍 장재리 1531
1216,탕정지중해,충남,아산시,충남 아산시 명암리 943-1
1217,예산,충남,예산군,충남 예산군 예산읍 산성리 709-4
1218,목천,충남,천안시,충남 천안시 동남구 목천읍 신계리 134-18
1219,봉명다가,충남,천안시,충남 천안시 동남구 다가동 373-6
1220,신방1호,충남,천안시,충남 천안시 동남구 신방동 785-32
1221,신방통정,충남,천안시,충남 천안시 동남구 신방동 1538
1222,신부1호,충남,천안시,충남 천안시 동남구 신부동 728
1223,원성,충남,천안시,충남 천안시 동남구 원성2동 518-4
1224,청수,충남,천안시,충남 천안시 동남구 청당동 513
1225,두정,충남,천안시,충남 천안시 서북구 성정2동 1211
1226,백석(천안),충남,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호
1227,불당,충남,천안시,충남 천안시 서북구 불당동 1630
1228,성거,충남,천안시,충남 천안시 서북구 성거읍 저리 65-1
1229,성성,충남,천안시,충남 천안시 서북구 성성동 656
1230,성정,충남,천안시,충남 천안시 서북구 성정동 149-4
1231,성환1호,충남,천안시,충남 천안시 서북구 성환읍 매주리 325-5 외 1
1232,직산1호,충남,천안시,충남 천안시 서북구 직산읍 삼은리 76-177
1233,차암,충남,천안시,충남 천안시 서북구 차암동 514
1234,태안,충남,태안군,충남 태안군 태안읍 동문리 319-7
1235,내포1호,충남,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호
1236,오관,충남,홍성군,충남 홍성군 홍성읍 대교리 577
1237,고창,전북,고창군,전북 고창군 고창읍 교촌리 506
1238,구암조촌,전북,군산시,전북 군산시 조촌동 2-21
1239,군산대,전북,군산시,전북 군산시 미룡동 867-2
1240,김제,전북,김제시,전북 김제시 신풍동 594-4번지
1241,나운1호,전북,군산시,전북 군산시 나운동 834-7
1242,남원,전북,남원시,전북 남원시 도통동 387-12
1243,동산,전북,익산시,전북 익산시 마동 344-5
1244,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6
1245,만성,전북,전주시,전북 전주시 덕진구 만성동 1365-6
1246,모현,전북,익산시,전북 익산시 모현동1가 857
1247,무주,전북,무주군,전북 무주군 무주읍 읍내리 962
1248,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4
1249,미원,전북,군산시,전북 군산시 대명동 384-10
1250,미장수송,전북,군산시,전북 군산시 수송동 836-8
1251,변산격포,전북,부안군,전북 부안군 변산면 격포리 260-159
1252,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 905-7
1253,부송,전북,익산시,전북 익산시 부송동 710-5
1254,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1
1255,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8
1256,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621
1257,고창,전북,고창군,전북 고창군 고창읍 교촌리 506
1258,구암조촌,전북,군산시,전북 군산시 조촌동 2-21
1259,군산대,전북,군산시,전북 군산시 미룡동 867-2
1260,나운1호,전북,군산시,전북 군산시 나운동 834-7
1261,미원,전북,군산시,전북 군산시 대명동 384-10
1262,미장수송,전북,군산시,전북 군산시 수송동 836-8
1263,소룡산북,전북,군산시,전북 군산시 소룡동 1545-5번지
1264,지곡,전북,군산시,전북 군산시 지곡동 495-1
1265,김제,전북,김제시,전북 김제시 신풍동 594-4번지
1266,남원,전북,남원시,전북 남원시 도통동 387-12
1267,무주,전북,무주군,전북 무주군 무주읍 읍내리 962
1268,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4
1269,변산격포,전북,부안군,전북 부안군 변산면 격포리 260-159
1270,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1
1271,순창,전북,순창군,전북 순창군 순창읍 순화리 282-6
1272,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 905-7
1273,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8
1274,동산,전북,익산시,전북 익산시 마동 344-5
1275,모현,전북,익산시,전북 익산시 모현동1가 857
1276,부송,전북,익산시,전북 익산시 부송동 710-5
1277,영등1호,전북,익산시,전북 익산시 영등동 765-4
1278,영등2호,전북,익산시,전북 익산시 영등동 843-5
1279,원광대,전북,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호"
1280,함열,전북,익산시,전북 익산시 함열읍 와리 610-3
1281,임실,전북,임실군,전북 임실군 임실읍 이도리 294
1282,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6
1283,만성,전북,전주시,전북 전주시 덕진구 만성동 1365-6
1284,솔내,전북,전주시,전북 전주시 덕진구 송천동1가 405-1
1285,송천,전북,전주시,전북 전주시 덕진구 송천동2가 179-116
1286,아중,전북,전주시,전북 전주시 덕진구 인후동1가 834-4
1287,에코시티,전북,전주시,전북 전주시 덕진구 송천동2가 1298
1288,전북대,전북,전주시,전북 전주시 덕진구 덕진동1가 1314-201
1289,하가덕진,전북,전주시,전북 전주시 덕진구 덕진동2가 670-1
1290,혁신(전북 전주),전북,전주시,전북 전주시 덕진구 중동 781-5
1291,호성,전북,전주시,전북 전주시 덕진구 호성동1가 757-26
1292,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621
1293,서곡효자,전북,전주시,전북 전주시 완산구 효자동3가 1609-16
1294,서신,전북,전주시,전북 전주시 완산구 서신동 938-5
1295,신시가지,전북,전주시,전북 전주시 완산구 효자동2가 1327-1
1296,안행,전북,전주시,전북 전주시 완산구 효자동1가 202-1
1297,중앙(전주),전북,전주시,전북 전주시 완산구 고사동 470-3
1298,중화산,전북,전주시,전북 전주시 완산구 중화산동2가 777-6
1299,평화1호,전북,전주시,전북 전주시 완산구 평화동2가 230-112
1300,효자(전주),전북,전주시,전북 전주시 완산구 효자동1가 652
1301,효천,전북,전주시,전북 전주시 완산구 삼천동2가 759-1
1302,상동,전북,정읍시,전북 정읍시 시기동 170-4
1303,수성(정읍),전북,정읍시,전북 정읍시 수성동 954-13
1304,진안,전북,진안군,전북 진안군 진안읍 군상리 286-1
1305,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4
1306,고흥,전남,고흥군,전남 고흥군 고흥읍 남계리 439-3
1307,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3
1308,광양읍2호,전남,광양시,전남 광양시 광양읍 용강리 857-5번지
1309,국동,전남,여수시,전남 여수시 신월동 96-1
1310,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호
1311,나주,전남,나주시,전남 나주시 대호동 1040-7
1312,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5
1313,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호"
1314,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7
1315,둔덕,전남,여수시,전남 여수시 둔덕동 434-7
1316,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45
1317,문수,전남,여수시,전남 여수시 문수동 124-1
1318,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19
1319,비파,전남,목포시,전남 목포시 상동 851
1320,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3
1321,삼학,전남,목포시,전남 목포시 산정동 1284
1322,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481
1323,상동석현,전남,목포시,전남 목포시 석현동 1173-2
1324,순천대점,전남,순천시,전남 순천시 석현동 80-5
1325,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4
1326,고흥,전남,고흥군,전남 고흥군 고흥읍 남계리 439-3
1327,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3
1328,광양읍2호,전남,광양시,전남 광양시 광양읍 용강리 857-5번지
1329,중마1호,전남,광양시,전남 광양시 마동 1037-4
1330,중마2호,전남,광양시,전남 광양시 중동 1654-3
1331,나주,전남,나주시,전남 나주시 대호동 1040-7
1332,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3
1333,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7
1334,비파,전남,목포시,전남 목포시 상동 851
1335,삼학,전남,목포시,전남 목포시 산정동 1284
1336,상동석현,전남,목포시,전남 목포시 석현동 1173-2
1337,옥암,전남,목포시,전남 목포시 옥암동 1248-2
1338,용해,전남,목포시,전남 목포시 연산동 1930-4
1339,원산,전남,목포시,전남 목포시 산정동 1693-3
1340,하당,전남,목포시,전남 목포시 상동 1116-8번지
1341,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호"
1342,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45
1343,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19
1344,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호
1345,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5
1346,순천대점,전남,순천시,전남 순천시 석현동 80-5
1347,신대,전남,순천시,전남 순천시 해룡면 신대리 1977-8
1348,연향,전남,순천시,전남 순천시 연향동 1351-1
1349,용당서면,전남,순천시,전남 순천시 용당동 348-8
1350,조례,전남,순천시,전남 순천시 조례1동 1687-16
1351,팔마,전남,순천시,전남 순천시 연향동 1681-3   1층
1352,국동,전남,여수시,전남 여수시 신월동 96-1
1353,둔덕,전남,여수시,전남 여수시 둔덕동 434-7
1354,문수,전남,여수시,전남 여수시 문수동 124-1
1355,신기,전남,여수시,전남 여수시 신기동 117-7
1356,안산,전남,여수시,전남 여수시 안산동 438-7
1357,여서,전남,여수시,전남 여수시 여서동 240-8
1358,웅천,전남,여수시,전남 여수시 웅천동 1694-1 104호
1359,죽림무선,전남,여수시,전남 여수시 소라면 죽림리 1226-3
1360,영광,전남,영광군,전남 영광군 영광읍 남천리 339-4
1361,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481
1362,완도,전남,완도군,전남 완도군 완도읍 군내리 1237-14
1363,장흥,전남,장흥군,전남 장흥군 장흥읍 건산리 736-10
1364,해남,전남,해남군,전남 해남군 해남읍 구교리 304-3
1365,화순,전남,화순군,전남 화순군 화순읍 일심리 755
1366,가흥,경북,영주시,경북 영주시 가흥동 1881
1367,경북도청,경북,예천군,경북 예천군 호명면 산합리 1408
1368,경산,경북,경산시,경북 경산시 옥산동 758-10(1층)
1369,경산오거리,경북,경산시,경북 경산시 중방동 880-1
1370,계양사동,경북,경산시,경북 경산시 사동 48
1371,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10
1372,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1
1373,금곡(안동),경북,안동시,경북 안동시 당북동 311-8
1374,김천,경북,김천시,경북 김천시 신음동 1301-4
1375,김천부곡,경북,김천시,경북 김천시 부곡동 426-1
1376,김천혁신,경북,김천시,경북 김천시 율곡동 364
1377,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13
1378,다산,경북,고령군,경북 고령군 다산면 상곡리 162-21
1379,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4
1380,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3
1381,도량,경북,구미시,경북 구미시 도량동 262-1
1382,동천(경주),경북,경주시,경북 경주시 동천동 791
1383,봉곡,경북,구미시,경북 구미시 봉곡동 302-4
1384,봉화,경북,봉화군,경북 봉화군 봉화읍 내성리 222-1
1385,산동,경북,구미시,경북 구미시 산동면 신당리 1437
1386,경산,경북,경산시,경북 경산시 옥산동 758-10(1층)
1387,경산오거리,경북,경산시,경북 경산시 중방동 880-1
1388,계양사동,경북,경산시,경북 경산시 사동 48
1389,영대,경북,경산시,경북 경산시 압량면 신대리 497
1390,진량,경북,경산시,경북 경산시 진량읍 봉회리 81-3
1391,하양,경북,경산시,경북 경산시 하양읍 금락리 130-18
1392,동천(경주),경북,경주시,경북 경주시 동천동 791
1393,성건중앙,경북,경주시,경북 경주시 성건동 625-13
1394,안강,경북,경주시,경북 경주시 안강읍 산대리 2400-2
1395,외동(경주),경북,경주시,경북 경주시 입실리 1344-46
1396,용강,경북,경주시,경북 경주시 용강동 1619
1397,충효,경북,경주시,경북 경주시 충효동 3002-1
1398,황성,경북,경주시,경북 경주시 황성동 893-3
1399,다산,경북,고령군,경북 고령군 다산면 상곡리 162-21
1400,도량,경북,구미시,경북 구미시 도량동 262-1
1401,봉곡,경북,구미시,경북 구미시 봉곡동 302-4
1402,산동,경북,구미시,경북 구미시 산동면 신당리 1437
1403,상모,경북,구미시,경북 구미시 상모동 42-7
1404,선산,경북,구미시,경북 구미시 선산읍 동부리 416
1405,송정(구미),경북,구미시,경북 구미시 송정동 38-5 우방타운 206동2호
1406,신평공단,경북,구미시,경북 구미시 신평동 129-2
1407,옥계,경북,구미시,경북 구미시 옥계동 843-1
1408,원평,경북,구미시,경북 구미시 원평동 84-5
1409,원호,경북,구미시,경북 구미시 고아읍 원호리 442-2
1410,인동,경북,구미시,경북 구미시 인의동 341-2
1411,진평,경북,구미시,경북 구미시 진평동 29-5
1412,형곡,경북,구미시,경북 구미시 형곡동 152-4
1413,김천,경북,김천시,경북 김천시 신음동 1301-4
1414,김천부곡,경북,김천시,경북 김천시 부곡동 426-1
1415,김천혁신,경북,김천시,경북 김천시 율곡동 364
1416,점촌,경북,문경시,경북 문경시 모전동 866
1417,봉화,경북,봉화군,경북 봉화군 봉화읍 내성리 222-1
1418,상주,경북,상주시,경북 상주시 무양동 213-3
1419,성주,경북,성주군,경북 성주군 성주읍 성산리 2102-4
1420,금곡(안동),경북,안동시,경북 안동시 당북동 311-8
1421,송현오거리,경북,안동시,경북 안동시 송현동 260-5
1422,옥동(안동),경북,안동시,경북 안동시 옥동 791-2
1423,용상,경북,안동시,경북 안동시 용상동 1179-188
1424,영덕,경북,영덕군,경북 영덕군 영덕읍 덕곡리 162-1
1425,가흥,경북,영주시,경북 영주시 가흥동 1881
1426,영주,경북,영주시,경북 영주시 휴천동 642-362
1427,중앙(영주),경북,영주시,경북 영주시 영주2동 536-15
1428,풍기,경북,영주시,경북 영주시 풍기읍 성내리 2-4
1429,영천1호,경북,영천시,경북 영천시 망정동 208-21
1430,완산문외,경북,영천시,경북 영천시 문외동 258-6
1431,경북도청,경북,예천군,경북 예천군 호명면 산합리 1408
1432,울진,경북,울진군,경북 울진군 울진읍 읍내리 576-1
1433,의성,경북,의성군,경북 의성군 의성읍 후죽리 470-6
1434,청도,경북,청도군,경북 청도군 청도읍 고수리 503
1435,석적,경북,칠곡군,경북 칠곡군 석적읍 중리 203-5
1436,오태북삼,경북,칠곡군,경북 칠곡군 북삼읍 인평리 246-3
1437,왜관,경북,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19
1438,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1
1439,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13
1440,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4
1441,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3
1442,송도,경북,포항시,경북 포항시 남구 해도동 25-28
1443,연일,경북,포항시,경북 포항시 남구 생지리 157-9
1444,오천,경북,포항시,경북 포항시 남구 오천읍 원리 913-2
1445,효곡,경북,포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호
1446,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10
1447,양덕(포항),경북,포항시,경북 포항시 북구 양덕동 1574
1448,양학대이,경북,포항시,경북 포항시 북구 득량동 2-1
1449,용흥,경북,포항시,경북 포항시 북구 용흥동 63-9
1450,우현,경북,포항시,경북 포항시 북구 우현동 산15-6
1451,장성,경북,포항시,경북 포항시 북구 장성동 1355-4
1452,죽도,경북,포항시,경북 포항시 북구 대흥동 592-2
1453,환호장량,경북,포항시,경북 포항시 북구 장성동 1378-3
1454,흥해,경북,포항시,경북 포항시 북구 흥해읍 옥성리 403-7
1455,가호,경남,진주시,경남 진주시 호탄동 611-3
1456,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4
1457,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5
1458,경화,경남,창원시,경남 창원시 진해시 경화동 1199-2
1459,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88
1460,고현상동,경남,거제시,경남 거제시 고현동 406-18
1461,구산,경남,김해시,경남 김해시 구산동 275-8
1462,금산(진주),경남,진주시,경남 진주시 중천리 192-3
1463,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자)
1464,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
1465,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7
1466,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11
1467,내동,경남,김해시,경남 김해시 내동 138-1
1468,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14
1469,내일동,경남,밀양시,경남 밀양시 내이동 1566-6
1470,대방,경남,창원시,경남 창원시 성산구 성주동 100
1471,대원,경남,창원시,경남 창원시 이창구 대원동 96-1
1472,대청,경남,김해시,경남 김해시 대청동 61-1
1473,덕계,경남,양산시,경남 양산시 덕계동 750
1474,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9
1475,고현상동,경남,거제시,경남 거제시 고현동 406-18
1476,상문,경남,거제시,경남 거제시 상동동 913-2
1477,수양,경남,거제시,경남 거제시 수월동 1120-14
1478,아주,경남,거제시,경남 거제시 아주동 1178-2
1479,옥포(거제),경남,거제시,경남 거제시 옥포동 160-1
1480,장평,경남,거제시,경남 거제시 장평동 274
1481,중곡,경남,거제시,경남 거제시 고현동 997
1482,지세포,경남,거제시,경남 거제시 일운면 지세포리 1009-7
1483,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5
1484,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88
1485,구산,경남,김해시,경남 김해시 구산동 275-8
1486,내동,경남,김해시,경남 김해시 내동 138-1
1487,대청,경남,김해시,경남 김해시 대청동 61-1
1488,부원봉황,경남,김해시,경남 김해시 부원동 607-3
1489,삼계1호,경남,김해시,경남 김해시 삼계동 1479-4
1490,삼계2호,경남,김해시,경남 김해시 삼계동 1415-5
1491,삼방,경남,김해시,경남 김해시 삼방동 171-12
1492,삼정,경남,김해시,경남 김해시 삼정동 590-1
1493,어방,경남,김해시,경남 김해시 어방동 523-2
1494,외동(김해),경남,김해시,경남 김해시 외동 1187-12
1495,율하(김해),경남,김해시,경남 김해시 관동동 1106-5
1496,율하2지구,경남,김해시,경남 김해시 장유동 834-8
1497,장유1호,경남,김해시,경남 김해시 무계동 149-18
1498,주촌,경남,김해시,경남 김해시 주촌면 천곡리 1381-14
1499,지내안동,경남,김해시,경남 김해시 지내동 67-1
1500,진영,경남,김해시,경남 김해시 진영읍 진영리 1629-2
1501,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11
1502,내일동,경남,밀양시,경남 밀양시 내이동 1566-6
1503,삼문상남,경남,밀양시,경남 밀양시 삼문동 717-11
1504,동금,경남,사천시,경남 사천시 동금동 58-4
1505,벌용,경남,사천시,경남 사천시 벌리동 255-9
1506,사남,경남,사천시,경남 사천시 사남면 월성리 64-3
1507,사천,경남,사천시,경남 사천시 사천읍 수석리 293-23
1508,산청,경남,산청군,경남 산청군 산청읍 옥산리 249
1509,덕계,경남,양산시,경남 양산시 덕계동 750
1510,물금,경남,양산시,경남 양산시 물금읍 범어리 2682-10
1511,삼성,경남,양산시,경남 양산시 북정동 885-12
1512,상북,경남,양산시,경남 양산시 상북면 석계리 242-1
1513,서창1호,경남,양산시,경남 양산시 삼호동 707-2
1514,석산,경남,양산시,경남 양산시 동면 금산리 1422-14
1515,중앙(양산),경남,양산시,경남 양산시 중부동 684-6
1516,증산(양산),경남,양산시,경남 양산시 물금읍 가촌리 1269-3
1517,통도사,경남,양산시,경남 양산시 하북면 순지리 814-5
1518,평산,경남,양산시,경남 양산시 평산동 105-4
1519,의령,경남,의령군,경남 의령군 의령읍 서동리 497-9
1520,가호,경남,진주시,경남 진주시 호탄동 611-3
1521,금산(진주),경남,진주시,경남 진주시 중천리 192-3
1522,상대,경남,진주시,경남 진주시 상대동 238-3
1523,상봉중앙,경남,진주시,경남 진주시 중안동 2-11
1524,상평,경남,진주시,경남 진주시 상평동 198-43
1525,신안평거,경남,진주시,경남 진주시 신안동 439-7
1526,이현인사,경남,진주시,경남 진주시 인사동 145-5
1527,정촌,경남,진주시,경남 진주시 정촌면 예하리 1300-14
1528,초장,경남,진주시,경남 진주시 초전동 1704-7
1529,칠암망경,경남,진주시,경남 진주시 칠암동 491-47
1530,판문평거,경남,진주시,경남 진주시 평거동 344-6
1531,하대초전,경남,진주시,경남 진주시 하대동 306-38
1532,혁신(경남 진주),경남,진주시,경남 진주시 진주시 충무공동 282-3
1533,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7
1534,창녕,경남,창녕군,경남 창녕군 창녕읍 송현리 238-1
1535,마산현동,경남,창원시,경남 창원시 마산합포구 현동 374
1536,문화중앙,경남,창원시,경남 창원시 마산합포구 중앙동2가 5-42번지
1537,월영,경남,창원시,경남 창원시 마산합포구 해운동 42-11
1538,자산교방,경남,창원시,경남 창원시 마산합포구 자산동 301-19
1539,진동,경남,창원시,경남 창원시 마산합포구 진동면 진동리 436
1540,창동산호,경남,창원시,경남 창원시 마산합포구 산호동 338-35
1541,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14
1542,석전회성,경남,창원시,경남 창원시 마산회원구 석전동 264-56
1543,양덕(창원),경남,창원시,경남 창원시 마산회원구 양덕동 61-61
1544,합성,경남,창원시,경남 창원시 마산회원구 합성동 263-36
1545,호계,경남,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45
1546,회원,경남,창원시,경남 창원시 마산회원구 회원2동 669-4
1547,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
1548,대방,경남,창원시,경남 창원시 성산구 성주동 100
1549,반송(창원),경남,창원시,경남 창원시 성산구 반지동 74-3
1550,사파,경남,창원시,경남 창원시 성산구 사파동 113-16
1551,상남,경남,창원시,경남 창원시 성산구 상남동 34-9
1552,중앙(창원 성산),경남,창원시,경남 창원시 성산구 중앙동 100-1
1553,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4
1554,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9
1555,동읍,경남,창원시,경남 창원시 의창구 동읍 용잠리 371-2
1556,봉곡사림,경남,창원시,경남 창원시 의창구 봉곡동 116-4
1557,용지호수,경남,창원시,경남 창원시 의창구 용호동 73-50
1558,중동유니시티,경남,창원시,경남 창원시 의창구 서상동 666-6
1559,팔용,경남,창원시,경남 창원시 의창구 팔용동 170-9
1560,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자)
1561,석동덕산,경남,창원시,경남 창원시 진해구 석동 139-6
1562,웅동용원,경남,창원시,경남 창원시 진해구 용원동 1212-11
1563,중앙(진해),경남,창원시,경남 창원시 진해구 여좌동 925-40
1564,태평,경남,창원시,경남 창원시 진해구 수송동 12-14
1565,풍호,경남,창원시,경남 창원시 진해구 풍호동 305-17
1566,미수봉평,경남,통영시,경남 통영시 미수동 22-1번지 운하상가 115호
1567,북신무전,경남,통영시,경남 통영시 무전동 1033-2
1568,죽림,경남,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호
1569,하동,경남,하동군,경남 하동군 하동읍 읍내리 238
1570,칠원,경남,함안군,경남 함안군 칠원읍 구성리 650-4
1571,함안,경남,함안군,경남 함안군 가야읍 말산리 58-27
1572,함양,경남,함양군,경남 함양군 함양읍 용평리 773-1
1573,합천,경남,합천군,경남 합천군 합천읍 합천리 320-3
1574,건입,제주,제주시,제주 제주시 일도2동 160-9
1575,노형,제주,제주시,제주 제주시 노형동 1055-1
1576,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
1577,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4
1578,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2
1579,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6
1580,서귀포남원,제주,서귀포시,제주 서귀포시 남원읍 남원리 50
1581,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3
1582,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10
1583,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1
1584,세화,제주,제주시,제주 제주시 구좌읍 평대리 3349-8
1585,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18
1586,아라,제주,제주시,제주 제주시 아라일동 6080
1587,아라이도,제주,제주시,제주 제주시 이도2동 1970-24
1588,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1
1589,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476
1590,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4
1591,용담삼도,제주,제주시,제주 제주시 용담이동 628-24
1592,일도,제주,제주시,제주 제주시 일도이동 377-22
1593,제주1호,제주,제주시,제주 제주시  연동 272-30
1594,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
1595,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6
1596,서귀포남원,제주,서귀포시,제주 서귀포시 남원읍 남원리 50
1597,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3
1598,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10
