,store,sido,gungu,store_address
0,가락2호,서울,송파구,서울 송파구 가락동 75-7
1,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층
2,가양,서울,강서구,서울 강서구 등촌동 75-1
3,강남역,서울,서초구,서울 서초구 서초동 1309-6
4,강서구청,서울,강서구,서울 강서구 화곡동 986-16
5,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔
6,개봉1호,서울,구로구,서울 구로구 개봉동 403-159
7,개포1호,서울,강남구,서울 강남구 개포동 1229-18
8,거여가락1호,서울,송파구,서울 송파구 가락동 180-9
9,건대,서울,광진구,서울 광진구 화양동 9-18
10,경희대,서울,동대문구,서울 동대문구 회기동 42-16
11,고덕1호(서울),서울,강동구,서울 강동구 고덕동 650-1
12,고척1호,서울,구로구,서울 구로구 개봉1동 126-4
13,공릉1호,서울,노원구,서울 노원구 공릉동 338-6
14,공릉2호,서울,노원구,서울 노원구 공릉동 461-1
15,광장,서울,광진구,서울 광진구 광장동 530-13
16,구로2호,서울,구로구,서울 구로구 구로동 74-30
17,구로디지털,서울,구로구,서울 구로구 구로동 826-1
18,구산역,서울,은평구,서울 은평구 갈현동 464-14
19,구의역,서울,광진구,서울 광진구 구의동 257-70
20,개포1호,서울,강남구,서울 강남구 개포동 1229-18
21,논현1호(서울),서울,강남구,서울 강남구 논현동 164-16
22,대치1호,서울,강남구,서울 강남구 대치동936
23,대치2호,서울,강남구,서울 강남구 대치동 989-4
24,도곡,서울,강남구,서울 강남구 도곡동 416-4
25,삼성1호,서울,강남구,서울 강남구 삼성동 44-18
26,세곡,서울,강남구,서울 강남구 자곡동 611
27,압구정신사,서울,강남구,서울 강남구 신사동 640-5 대성빌딩 1층 1호
28,역삼1호,서울,강남구,서울 강남구 역삼동 837-15
29,일원1동,서울,강남구,서울 강남구 일원동 645
30,일원본동,서울,강남구,서울 강남구 수서동 747 삼성아파트 상가 104호
31,청담역,서울,강남구,서울 강남구 청담동 65 진흥아파트상가
32,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔
33,고덕1호(서울),서울,강동구,서울 강동구 고덕동 650-1
34,길1호,서울,강동구,서울 강동구 길동 347-31
35,길동역,서울,강동구,서울 강동구 길동 388-3
36,둔촌1호,서울,강동구,서울 강동구 둔촌동 454-5
37,명일1호,서울,강동구,서울 강동구 명일동 328-2
38,상일,서울,강동구,서울 강동구 고덕동 200-3
39,성내,서울,강동구,서울 강동구 성내2동 509-7 1층
40,암사1호,서울,강동구,서울 강동구 암사동 504-37
41,암사2호,서울,강동구,서울 강동구 암사동 446-18
42,천호1호,서울,강동구,서울 강동구 천호동 550번지 강천빌딩
43,덕성여대,서울,강북구,서울 강북구 우이동 72-148
44,미아1호,서울,강북구,서울 강북구 미아5동 1264-233
45,미아사거리,서울,강북구,서울 강북구 미아동 55-5
46,미아역,서울,강북구,서울 강북구 미아동 131-8
47,번동,서울,강북구,서울 강북구 번동 169-1
48,수유1호,서울,강북구,서울 강북구 수유동 385-2
49,수유역점,서울,강북구,서울 강북구 번동 461-127
50,가양,서울,강서구,서울 강서구 등촌동 75-1
51,강서구청,서울,강서구,서울 강서구 화곡동 986-16
52,까치산역,서울,강서구,서울 강서구 화곡동 343-62 라인씨티 1층
53,등촌,서울,강서구,서울 강서구 등촌동 649-14
54,마곡1호,서울,강서구,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호
55,마곡역,서울,강서구,서울 강서구 마곡동 774-1
56,발산역,서울,강서구,서울 강서구 내발산동 655-6번지 1층 13호
57,방화1호,서울,강서구,서울 강서구 방화동 571-1
58,방화2호,서울,강서구,서울 강서구 방화2동 580-27
59,염창,서울,강서구,서울 강서구 염창동 249-5
60,화곡2호,서울,강서구,서울 강서구 화곡동 400-45
61,봉천1호,서울,관악구,서울 관악구 봉천동 861-7
62,봉천2호,서울,관악구,서울 관악구 봉천동 1674-20
63,봉천3호,서울,관악구,서울 관악구 봉천동 1632-9
64,봉천4호,서울,관악구,서울 관악구 봉천동 931-12
65,봉천5호,서울,관악구,서울 관악구 봉천3동 7-291
66,신림1호,서울,관악구,서울 관악구 신림동 518-56
67,신림2호,서울,관악구,서울 관악구 신림동 1680-15
68,신림3호,서울,관악구,서울 관악구 신림동 241-66
69,건대,서울,광진구,서울 광진구 화양동 9-18
70,광장,서울,광진구,서울 광진구 광장동 530-13
71,구의역,서울,광진구,서울 광진구 구의동 257-70
72,자양1호,서울,광진구,서울 광진구 자양3동 584-28
73,자양2호,서울,광진구,서울 광진구 자양동 624-42
74,중곡1호,서울,광진구,서울 광진구 중곡동 243-1
75,중곡2호,서울,광진구,서울 광진구 중곡동 24-2
76,개봉1호,서울,구로구,서울 구로구 개봉동 403-159
77,고척1호,서울,구로구,서울 구로구 개봉1동 126-4
78,구로2호,서울,구로구,서울 구로구 구로동 74-30
79,구로디지털,서울,구로구,서울 구로구 구로동 826-1
80,남구로,서울,구로구,서울 구로구 구로동 704-38
81,동양미래대학,서울,구로구,서울 구로구 고척동 343
82,신도림1호,서울,구로구,서울 구로구 신도림동 648 신도림6차대림아파트 상가 902동 111호
83,오류1호,서울,구로구,서울 구로구 오류1동 10-3
84,천왕역,서울,구로구,서울 구로구 오류동 203-1 1층
85,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층
86,독산1호,서울,금천구,"서울 금천구 독산동 888-20 102호,103호"
87,독산2동,서울,금천구,서울 금천구 독산동 1059-4
88,시흥1호,서울,금천구,서울 금천구 시흥2동 264-17
89,시흥2호,서울,금천구,서울 금천구 시흥1동 905-5
90,공릉1호,서울,노원구,서울 노원구 공릉동 338-6
91,공릉2호,서울,노원구,서울 노원구 공릉동 461-1
92,상계4단지,서울,노원구,서울 노원구 상계동 749-5
93,상계보람,서울,노원구,서울 노원구 상계동 456-70
94,상계역,서울,노원구,서울 노원구 중계동 137-39 정진빌라 1층
95,석계역,서울,노원구,서울 노원구 월계1동 73-13
96,수락산역,서울,노원구,서울 노원구 상계동 1118
97,중계1호,서울,노원구,서울 노원구 중계1동 360-9
98,중계역,서울,노원구,서울 노원구 중계동 503
99,하계1호,서울,노원구,서울 노원구 하계1동 251 청구상가 201동 101호
100,도봉동,서울,도봉구,서울 도봉구 도봉2동 623-163
101,방학,서울,도봉구,서울 도봉구 방학동 659-32
102,쌍문1호,서울,도봉구,서울 도봉구 방학동 263-56
103,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127
104,창3동,서울,도봉구,서울 도봉구 창동 568-2
105,창동,서울,도봉구,서울 도봉구 창동 296-37
106,경희대,서울,동대문구,서울 동대문구 회기동 42-16
107,답십리1호,서울,동대문구,서울 동대문구 답십리동 53-50
108,서울시립대,서울,동대문구,서울 동대문구 전농1동 141-141
109,신이문,서울,동대문구,서울 동대문구 이문동 255-222
110,안암,서울,동대문구,서울 동대문구 제기동 142-8
111,용두,서울,동대문구,서울 동대문구 왕산로28길 55
112,장안1호,서울,동대문구,서울 동대문구 전농동 1-171
113,장안2호,서울,동대문구,서울 동대문구  장안동 375-3
114,청량리역,서울,동대문구,서울 동대문구 청량리동 50-3
115,노량진,서울,동작구,서울 동작구 노량진동 37-1
116,사당1호,서울,동작구,서울 동작구 사당3동 155-2 1F
117,사당3호,서울,동작구,서울 동작구 사당동 220-119
118,상도,서울,동작구,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가
119,상도터널,서울,동작구,서울 동작구 상도1동 587
120,신대방,서울,동작구,서울 동작구 신대방동 607-28
121,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46
122,흑석1호,서울,동작구,서울 동작구 흑석동 180-6
123,도화(서울),서울,마포구,"서울 마포구 도화동 179-8 1,2층"
124,망원2동,서울,마포구,서울 마포구 망원동 482-9
125,상암,서울,마포구,서울 마포구 상암동 34-45
126,성산2동,서울,마포구,서울 마포구 성산동 592
127,신공덕,서울,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
128,신수,서울,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
129,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
130,연남,서울,마포구,서울 마포구 연남동 369-20
131,홍대,서울,마포구,서울 마포구 서교동 371-3
132,독립문,서울,서대문구,서울 서대문구 냉천동 226
133,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7
134,북가좌1호,서울,서대문구,서울 서대문구 북가좌동 385-8
135,북아현1호,서울,서대문구,서울 서대문구 북아현동 1006
136,신촌,서울,서대문구,서울 서대문구 창천동 41-14
137,연희1호(서울),서울,서대문구,서울 서대문구 연희3동 344-26
138,홍은1호,서울,서대문구,서울 서대문구 홍제동 279-52
139,홍은사거리,서울,서대문구,서울 서대문구 홍제동 326-20
140,강남역,서울,서초구,서울 서초구 서초동 1309-6
141,반포1호,서울,서초구,서울 서초구 반포동 1053 H동 26호
142,반포삼호가든,서울,서초구,서울 서초구 반포동 53-7
143,방배1호,서울,서초구,서울 서초구 방배동 761-8
144,방배2호,서울,서초구,서울 서초구 방배동 912-8
145,서초1호,서울,서초구,서울 서초구 서초동 1357-56
146,서초2호,서울,서초구,서울 서초구 서초동 1669-15
147,서초3호,서울,서초구,서울 서초구 서초동 1579-5
148,양재1호,서울,서초구,서울 서초구 양재동 327-2
149,우면,서울,서초구,서울 서초구 우면동 720
150,잠원1호,서울,서초구,서울 서초구 잠원동 15-4
151,금호역,서울,성동구,서울 성동구 금호동4가 1380
152,성수1호,서울,성동구,서울 성동구 성수동2가 235-1
153,성수역,서울,성동구,서울 성동구 성수동2가 289-251
154,왕십리1호,서울,성동구,서울 성동구 하왕십리동 946-15
155,왕십리도선,서울,성동구,서울 성동구 홍익동 131-1
156,응봉,서울,성동구,서울 성동구 응봉동 100
157,한양대,서울,성동구,서울 성동구 행당동 3-29
158,동덕여대,서울,성북구,서울 성북구 하월곡동 17-1
159,동소문,서울,성북구,서울 성북구 동소문동 6가 227 1층
160,보문역,서울,성북구,서울 성북구 보문동2가 40
161,석관장위,서울,성북구,서울 성북구 화랑로 265
162,정릉1호,서울,성북구,서울 성북구 정릉4동 285-4
163,정릉2호,서울,성북구,서울 성북구 정릉동 175-24
164,종암,서울,성북구,서울 성북구 종암동 3-544
165,가락2호,서울,송파구,서울 송파구 가락동 75-7
166,거여가락1호,서울,송파구,서울 송파구 가락동 180-9
167,마천1호,서울,송파구,서울 송파구 거여동 32-6
168,문정법조,서울,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호
169,방이2호,서울,송파구,서울 송파구 방이동 59-1
170,방이역,서울,송파구,서울 송파구 오금동 41-23 성암빌딩 1층
171,석촌,서울,송파구,서울 송파구 석촌동 163-1
172,송파1호,서울,송파구,서울 송파구 송파동 147
173,올림픽공원,서울,송파구,서울 송파구 풍납동 401-4
174,위례송파,서울,송파구,"서울 송파구 장지동 894 위례아이파크 상가1동 103호, 104호"
175,잠실1호,서울,송파구,서울 송파구 잠실본동 313-8
176,잠실2호,서울,송파구,서울 송파구 신천동 11-4
177,장지,서울,송파구,서울 송파구 문정동 102-1
178,헬리오시티,서울,송파구,"서울 송파구 가락동 479 헬리오시티상가 A동 3,4호"
179,목3동,서울,양천구,서울 양천구 목동 722-8 호성빌딩
180,목동1호,서울,양천구,서울 양천구 목동 797-3
181,목동2호,서울,양천구,서울 양천구 목동 909-8 이화프라자 1층 101호
182,목동오거리,서울,양천구,서울 양천구 목동 940 현대아이파크상가 102
183,신월1호,서울,양천구,서울 양천구 신월동 602-8
184,신월2호,서울,양천구,서울 양천구 신월7동 972-6
185,신정1호,서울,양천구,서울 양천구 신정동 1022-5
186,신트리,서울,양천구,서울 양천구 신정동 1267 목동뉴프라자
187,오목교,서울,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
188,화곡1호,서울,양천구,서울 양천구 신월동 23-17
189,당산,서울,영등포구,서울 영등포구 영등포동8가 35-1
190,대림2호,서울,영등포구,서울 영등포구 대림3동 783-6
191,문래,서울,영등포구,서울 영등포구 문래동3가 77-34
192,선유도역,서울,영등포구,서울 영등포구 양평동4가 147-3
193,신길1호,서울,영등포구,서울 영등포구 신길동 296-14
194,신길2호,서울,영등포구,서울 영등포구 신길7동 674
195,신풍역,서울,영등포구,서울 영등포구 신길동 445-2
196,여의도,서울,영등포구,서울 영등포구 여의도동 44-31
197,영등포1호,서울,영등포구,서울 영등포구 신길동 232-42
198,영등포역,서울,영등포구,서울 영등포구 영등포동3가 21-10
199,동부이촌,서울,용산구,서울 용산구 이촌1동 301-153 오성상가 103
200,보광,서울,용산구,서울 용산구 보광동 217-13
201,숙대,서울,용산구,서울 용산구 청파동2가 90-11
202,신용산역,서울,용산구,서울 용산구 한강로2가 122-5
203,용문,서울,용산구,서울 용산구 용문동 28-26
204,한남,서울,용산구,서울 용산구 한남동 828
205,후암,서울,용산구,서울 용산구 후암동 244-59
206,구산역,서울,은평구,서울 은평구 갈현동 464-14
207,녹번,서울,은평구,서울 은평구 녹번동 82-47
208,대조,서울특별시,은평구,서울특별시 은평구 대조동 231
209,불광1동,서울,은평구,서울 은평구 불광동 554-1 라비앙프라자1층 101호
210,신사1동,서울,은평구,서울 은평구 신사동 29-13
211,역촌1호,서울,은평구,서울 은평구 역촌동 55-1
212,연신내,서울,은평구,서울 은평구 불광동 484-72
213,은평뉴타운,서울,은평구,서울 은평구 진관동 22 은평뉴타운상가 914-103호
214,응암1동,서울,은평구,서울 은평구 응암동 236-33
215,응암오거리,서울,은평구,서울 은평구 응암동 595-51
216,증산(서울),서울,은평구,서울 은평구 증산동 209-18
217,대학로,서울,종로구,서울 종로구 명륜동4가 113-1
218,숭인,서울,종로구,서울 종로구 숭인2동 183-13
219,안국,서울,종로구,서울 종로구 화동 138-7
220,종로1호,서울,종로구,서울 종로구 관철동 13-13
221,평창,서울,종로구,서울 종로구 평창동 158-1
222,동대문1호,서울,중구,서울 중구 창신동 464-6
223,서울시청,서울,중구,서울 중구 태평로2가 55
224,신당1호,서울,중구,서울 중구 신당동 846
225,약수,서울,중구,서울 중구 신당동 374-14
226,망우본동,서울,중랑구,서울 중랑구 망우동 149-7
227,면목1호,서울,중랑구,서울 중랑구 면목본동 72-43
228,면목2호,서울,중랑구,서울 중랑구 면목2동 191-126
229,묵동,서울,중랑구,서울 중랑구 묵동 175-2
230,사가정역,서울,중랑구,서울 중랑구 면목동 496-14
231,상봉1호,서울,중랑구,서울 중랑구 상봉동 91-1
232,신내1호,서울,중랑구,서울 중랑구 신내동 797
233,중화,서울,중랑구,서울 중랑구 중화동 304-34
234,가야,부산,부산진구,부산 부산진구 가야동 478
235,감만,부산,남구,부산 남구 감만1동 158-6
236,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
237,개금2호,부산,부산진구,부산 부산진구 개금1동 201-6
238,거제법조,부산,연제구,부산 연제구 거제동 891-14
239,광안2호,부산,수영구,부산 수영구 광안동 168-3
240,괘법,부산,사상구,부산 사상구 괘법동 516-1
241,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
242,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
243,구포1호,부산,북구,부산 북구 구포3동 1228-1
244,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
245,금곡(부산),부산,북구,부산 북구 금곡동 57-6
246,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
247,남부민,부산,서구,부산 서구 충무동2가 3-1
248,남산1호,부산,금정구,부산 금정구 남산동 99-6
249,남포부평,부산,중구,부산 중구 중앙동1가 23-6
250,다대1호,부산,사하구,부산 사하구 다대2동 85-5
251,다대2호,부산,사하구,부산 사하구 다대동 1014
252,당감,부산,부산진구,부산 부산진구 당감동 367-2
253,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
254,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
255,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
256,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
257,신호,부산,강서구,부산 강서구 신호동 317-15
258,지사,부산,강서구,부산 강서구 지사동 1191-5
259,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
260,남산1호,부산,금정구,부산 금정구 남산동 99-6
261,부곡1호,부산,금정구,부산 금정구 부곡동 23-15
262,부곡2호,부산,금정구,부산 금정구 부곡1동 324-20
263,부산대,부산,금정구,부산 금정구 금강로 장전동 418-13
264,서동1호,부산,금정구,부산 금정구 서동 210-6
265,장전1호,부산,금정구,부산 금정구 장전동 134-19
266,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
267,일광신도시,부산,기장군,부산 기장군 일광면 삼성리 833-4
268,정관1호,부산,기장군,부산 기장군 정관면 매학리 751-8
269,정관2호,부산,기장군,부산 기장군 모전리 747-7
270,감만,부산,남구,부산 남구 감만1동 158-6
271,대연1호,부산,남구,부산 남구 대연동 1013-8
272,대연2호,부산,남구,부산 남구 대연동 52-7
273,대연3호,부산,남구,부산 남구 대연동 1161-9
274,메트로시티1호,부산,남구,부산 남구 용호동 176-30
275,못골,부산,남구,부산 남구 대연동 1543-33
276,문현1호,부산,남구,부산 남구 문현동 359-5
277,문현2호,부산,남구,부산 남구 문현1동 127-56
278,용호1호,부산,남구,부산 남구 용호동 555-19
279,범일1호,부산,동구,부산 동구 범일동 833-2
280,수정1호,부산,동구,부산 동구 수정동 295-3
281,초량,부산,동구,부산 동구 초량동 132-1
282,명륜(부산),부산,동래구,부산 동래구 명륜1동 673-9
283,명장1호,부산,동래구,부산 동래구 명장동 26-24번지 국제아파트 상가 106호
284,복천,부산,동래구,부산 동래구 복천동 476-1
285,사직1호(부산),부산,동래구,부산 동래구 사직동 137-5번지
286,사직2호,부산,동래구,부산 동래구 사직동 89-16
287,수안,부산,동래구,부산 동래구 수안동 192-4
288,안락2호,부산,동래구,부산 동래구 안락동 670-13
289,온천1호,부산,동래구,부산 동래구 온천동 210-5번지
290,온천2호,부산,동래구,부산 동래구 온천동 1411-47
291,우방신세계,부산,동래구,부산 동래구 안락동 471-41
292,가야,부산,부산진구,부산 부산진구 가야동 478
293,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
294,개금2호,부산,부산진구,부산 부산진구 개금1동 201-6
295,당감,부산,부산진구,부산 부산진구 당감동 367-2
296,범천,부산,부산진구,부산 부산진구 범천동 1278-11
297,부암1호,부산,부산진구,부산 부산진구 부암동 301-33
298,서면,부산,부산진구,부산 부산진구 부전동 266-24
299,양정,부산,부산진구,부산 부산진구 양정동 310-6
300,연지,부산,부산진구,부산 부산진구 연지동 40-12
301,초읍대공원,부산,부산진구,부산 부산진구 초읍동 288-6
302,구포1호,부산,북구,부산 북구 구포3동 1228-1
303,금곡(부산),부산,북구,부산 북구 금곡동 57-6
304,덕천2호,부산,북구,부산 북구 덕천3동 781-2
305,덕천역,부산,북구,부산 북구 덕천동 402-12
306,만덕1호,부산,북구,부산 북구 만덕동 294
307,만덕2호,부산,북구,부산 북구 만덕3동 915-6
308,화명1호,부산,북구,부산 북구 화명동 749
309,화명3호,부산,북구,부산 북구 화명동 182-5(2층)
310,화명신도시,부산,북구,부산 북구 화명동 2266-1
311,괘법,부산,사상구,부산 사상구 괘법동 516-1
312,덕포,부산,사상구,부산 사상구 덕포동 767-10
313,동서대,부산,사상구,부산 사상구 주례동 55-176
314,모라,부산,사상구,부산 사상구 모라동 1349-
315,신주례,부산,사상구,부산 사상구 주례2동 3-17
316,엄궁,부산,사상구,부산 사상구 엄궁동 40-94
317,학장,부산,사상구,부산 사상구 학장동 산149-16
318,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
319,다대1호,부산,사하구,부산 사하구 다대2동 85-5
320,다대2호,부산,사하구,부산 사하구 다대동 1014
321,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
322,신평1호,부산,사하구,부산 사하구 신평동 262-20
323,장림,부산,사하구,부산 사하구 장림동 590
324,하단1호,부산,사하구,부산 사하구 하단2동 506-15
325,하단2호,부산,사하구,부산 사하구 하단동 605-42
326,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
327,남부민,부산,서구,부산 서구 충무동2가 3-1
328,대신,부산,서구,부산 서구 서대신동1가 163-1
329,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
330,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
331,송도감천,부산,서구,"부산 서구 암남동 64-2 상가동 108호,109호(암남동)"
332,신호,부산,강서구,부산 강서구 신호동 317-15
333,아미부민,부산,서구,부산 서구 부민동1가 11-3
334,지사,부산,강서구,부산 강서구 지사동 1191-5
335,광안2호,부산,수영구,부산 수영구 광안동 168-3
336,망미1호,부산,수영구,부산 수영구 망미동 413-11
337,민락(부산),부산,수영구,부산 수영구 민락동 165-15
338,수영,부산,수영구,부산 수영구 수영동 503-23
339,거제법조,부산,연제구,부산 연제구 거제동 891-14
340,시청(부산),부산,연제구,부산 연제구 거제3동 34-19
341,연산1호,부산,연제구,부산 연제구 연산동 479-9
342,연산2호,부산,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호
343,연산3호,부산,연제구,부산 연제구 연산동 2133-48
344,대교남항,부산,영도구,부산 영도구 남항동1가 82
345,동삼,부산,영도구,부산 영도구 동삼동 219-146
346,봉래영선,부산,영도구,"부산 영도구 영선동1가 69-2, 69-3"
347,청학,부산,영도구,부산 영도구  청학동 13-14
348,남포부평,부산,중구,부산 중구 중앙동1가 23-6
349,영주대청,부산,중구,부산 중구 대청동4가 82-13
350,마린시티,부산,해운대구,부산 해운대구 우동 1434-2
351,반송(부산),부산,해운대구,부산 해운대구 반송2동 216-150
352,반여1호,부산,해운대구,부산 해운대구 반여동 1628-5
353,송정(부산),부산,해운대구,부산 해운대구 송정동 227-7
354,우동1호,부산,해운대구,부산 해운대구 우동 1090-13
355,재송1호,부산,해운대구,부산 해운대구 반여동 1291-1019
356,재송2호,부산,해운대구,부산 해운대구 재송동 1083-10
357,좌동1호,부산,해운대구,부산 해운대구 좌동 970
358,좌동2호,부산,해운대구,부산 해운대구 좌동 1341-8
359,좌동3호,부산,해운대구,부산 해운대구 좌동 1484-1
360,해운대역,부산,해운대구,부산 해운대구 우동 639-4
361,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
362,계명,대구시,남구,대구시 남구 양지로 107
363,관음,대구,북구,대구 북구 관음동 1383-9
364,구암,대구,북구,대구 북구 태전동 1074-6
365,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
366,금호지구,대구,북구,대구 북구 사수동 912
367,남산대신,대구,중구,대구 중구 남산3동 2466-14
368,내당,대구,서구,대구 서구 내당동 219-7
369,논공,대구,달성군,대구 달성군 논공읍 북리 803-128
370,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
371,달성비산,대구,서구,대구 서구 비산동 440-5
372,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
373,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
374,대명1호,대구,남구,대구 남구 대명동 1098-4
375,동구청,대구,동구,대구 동구 신암동 345-3
376,동서변,대구,북구,대구 북구 동변동 669-4
377,동천3지구,대구,북구,대구 북구 동천동 906-3
378,동촌,대구,동구,대구 동구 검사동 1111
379,동호,대구,동구,대구 동구 동호동 384-7
380,두류,대구,달서구,대구 달서구 두류동 620-12
381,계명,대구시,남구,대구시 남구 양지로 107
382,대명1호,대구,남구,대구 남구 대명동 1098-4
383,봉덕,대구,남구,대구 남구 봉덕동 687-32
384,앞산,대구,남구,대구 남구 대명동 780-3
385,이천대봉,대구,남구,대구 남구 이천동 184-9
386,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
387,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
388,두류,대구,달서구,대구 달서구 두류동 620-12
389,상인,대구,달서구,대구 달서구 상인동 1555-1
390,성서,대구,달서구,대구 달서구 신당동 1761-5
391,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
392,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
393,용산,대구,달서구,대구 달서구 용산1동 954-6
394,용산새방,대구,달서구,대구 달서구 용산동 499-2
395,월성,대구,달서구,대구 달서구 본동 1135-4
396,장기,대구,달서구,대구 달서구 장기동 826-6
397,진천(대구),대구,달서구,대구 달서구 진천동 504
398,호산파호,대구,달서구,대구 달서구 호산동 357-116
399,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
400,논공,대구,달성군,대구 달성군 논공읍 북리 803-128
401,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
402,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1
403,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15
404,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911
405,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
406,화원,대구,달성군,대구 달성군 화원읍 천내리 241-1
407,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
408,동구청,대구,동구,대구 동구 신암동 345-3
409,동촌,대구,동구,대구 동구 검사동 1111
410,동호,대구,동구,대구 동구 동호동 384-7
411,방촌,대구,동구,대구 동구 방촌동 1118-121
412,신천1호(대구),대구,동구,대구 동구 신천동 501-5
413,신천2호,대구,동구,대구 동구 신청동 377-12
414,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호
415,지묘봉무,대구,동구,대구 동구 지묘동 808-3
416,지저불로,대구,동구,대구 동구 지저동 833-15
417,관음,대구,북구,대구 북구 관음동 1383-9
418,구암,대구,북구,대구 북구 태전동 1074-6
419,금호지구,대구,북구,대구 북구 사수동 912
420,동서변,대구,북구,대구 북구 동변동 669-4
421,동천3지구,대구,북구,대구 북구 동천동 906-3
422,복현1호,대구,북구,대구 북구 복현동 426-5
423,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
424,산격,대구,북구,대구 북구 산격동 1400-20
425,신암대현,대구,북구,대구 북구 대현동 153-4
426,연경,대구,북구,대구 북구 연경동 949-1
427,원대노원,대구,북구,대구 북구 노원동3가 892-1
428,읍내(대구),대구,북구,대구 북구 읍내동 1449 202동 103호
429,칠성고성,대구,북구,대구 북구 칠성동2가 42-9
430,침산,대구,북구,대구 북구 침산동 457-31
431,태전(대구),대구,북구,대구 북구 태전동 254-30
432,팔달매천,대구,북구,대구 북구 매천동 682
433,학정,대구,북구,대구 북구 학정동 282-14
434,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
435,내당,대구,서구,대구 서구 내당동 219-7
436,달성비산,대구,서구,대구 서구 비산동 440-5
437,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
438,두류,대구,달서구,대구 달서구 두류동 620-12
439,상인,대구,달서구,대구 달서구 상인동 1555-1
440,성서,대구,달서구,대구 달서구 신당동 1761-5
441,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
442,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
443,용산,대구,달서구,대구 달서구 용산1동 954-6
444,용산새방,대구,달서구,대구 달서구 용산동 499-2
445,월성,대구,달서구,대구 달서구 본동 1135-4
446,장기,대구,달서구,대구 달서구 장기동 826-6
447,진천(대구),대구,달서구,대구 달서구 진천동 504
448,평리,대구,서구,대구 서구 평리동 1217-2
449,호산파호,대구,달서구,대구 달서구 호산동 357-116
450,만촌1호,대구,수성구,대구 수성구 만촌동 849-2
451,만촌2호,대구,수성구,대구 수성구 만촌1동 1330-12
452,범물,대구,수성구,대구 수성구 범물동 1374-4
453,범어1호,대구,수성구,대구 수성구 범어동 203-18
454,범어2호,대구,수성구,대구 수성구 범어동 478-12
455,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11
456,수성호수,대구,수성구,대구 수성구 두산동 653-5
