field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
749,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1,정,경기도 안산시 단원구 고잔동 756-1,126.83905274640327,37.3133113654551
771,백마강촌,경기,고양시,경기 고양시 일산동구 마두동 753-3,정,경기도 고양시 일산동구 마두동 753-3,126.78769685140661,37.657805806429494
751,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052,정,경기도 김포시 고촌읍 신곡리 1052,126.76807491559344,37.60538211172045
777,구일산,경기,고양시,경기 고양시 일산서구 일산동 967-6,정,경기도 고양시 일산서구 일산동 967-6,126.7648829408548,37.68734782549999
769,강선,경기,고양시,경기 고양시 일산동구 정발산동 687-5,정,경기도 고양시 일산동구 정발산동 687-5,126.77423924555586,37.6687356014318
767,화정1호(고양),경기,고양시,경기 고양시 덕양구 화정동 906-5 1층 102호,정,경기도 고양시 덕양구 화정동 906-5,126.83478666098686,37.63792026196924
787,철산1호,경기,광명시,경기 광명시 철산동 210-1,정,경기도 광명시 철산동 210-1,126.86413376448232,37.48047224783125
789,철산역,경기,광명시,경기 광명시 철산동 429,정,경기도 광명시 철산동 429,126.86911263227265,37.47476228843401
783,광명1호,경기,광명시,경기 광명시 광명동 295-4,정,경기도 광명시 광명동 295-4,126.8531539067233,37.47623293697878
776,호수,경기,고양시,경기 고양시 일산동구 백석동 1414-15,정,경기도 고양시 일산동구 백석동 1414-15,126.78074190701768,37.646533444647005
765,행신1호,경기,고양시,경기 고양시 덕양구 행신동 995-2,정,경기도 고양시 덕양구 행신동 995-2,126.83599137475058,37.622759457903705
805,산본3호,경기,군포시,경기 군포시 산본동 48 에덴다모은정아파트 1층,정,경기도 군포시 산본동 48,126.93883188891252,37.375397983816065
778,대화,경기,고양시,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호),정,경기도 고양시 일산서구 대화동 2126-2,126.75508779014977,37.67851574306603
786,소하2호,경기,광명시,경기 광명시 소하동 1342-1,정,경기도 광명시 소하동 1342-1,126.88282263667807,37.44768201628048
785,소하1호,경기,광명시,경기 광명시 소하동 1240-3,정,경기도 광명시 소하동 1240-3,126.88219729711247,37.436212613581574
788,철산2호,경기,광명시,경기 광명시 철산동 92-1,정,경기도 광명시 철산동 92-1,126.86613650503276,37.48605840841192
764,원흥,경기,고양시,경기 고양시 덕양구 도내동 966,정,경기도 고양시 덕양구 도내동 966,126.87248164537478,37.634913854629154
792,광주1호,경기,광주시,경기 광주시 경안동 154-1,정,경기도 광주시 경안동 154-1,127.25144342395345,37.412130680103196
766,행신역,경기,고양시,경기 고양시 덕양구 행신동 708-3,정,경기도 고양시 덕양구 행신동 708-3,126.83319732544808,37.6134347610446
782,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,정,경기도 과천시 원문동 4,126.99207927427118,37.42087782141673
784,광명역,경기,광명시,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호",정,경기도 광명시 일직동 511-5,126.88373851874925,37.42016820588887
802,당동1호,경기,군포시,경기 군포시 당동 904-5 그린프라자 102호,정,경기도 군포시 당동 904-5,126.94394916608682,37.347914431094544
804,산본1호,경기,군포시,경기 군포시 산본동 1106-3 101호,정,경기도 군포시 산본동 1106-3,126.92631744488692,37.36758002917838
798,수택,경기,구리시,경기 구리시 교문동 760-12,정,경기도 구리시 교문동 760-12,127.13174756512319,37.591980370337744
791,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9,정,경기도 광주시 곤지암읍 곤지암리 443-9,127.34018610978592,37.35004704085283
793,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4,대,경기도 광주시,127.29177667793235,37.40045810262066
801,금정역,경기,군포시,경기 군포시 산본동 236-2,정,경기도 군포시 산본동 236-2,126.93944302472953,37.36983420943074
800,토평,경기,구리시,경기 구리시 토평동 999-2,정,경기도 구리시 토평동 999-2,127.15175283338617,37.59393858838539
803,부곡(군포),경기,군포시,경기 군포시 부곡동 1120-4,정,경기도 군포시 부곡동 1120-4,126.94514022193556,37.324949254263366
780,킨텍스,경기,고양시,경기 고양시 일산서구 대화동 2606,정,경기도 고양시 일산서구 대화동 2606,126.754418839626,37.66437789482466
820,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8,정,경기도 남양주시 화도읍 마석우리 384-8,127.30467066909745,37.65949185717251
779,주엽,경기,고양시,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호,정,경기도 고양시 일산서구 주엽동 138,126.75461902849807,37.672426414665395
807,호계3호,경기,군포시,경기 군포시 당정동 2-3,정,경기도 군포시 당정동 2-3,126.95668842619129,37.36559086221793
817,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2,유,경기도 남양주시 다산동 산 3008-3,127.15942778252693,37.61696066611724
799,인창,경기,구리시,경기 구리시 인창동 344-7,정,경기도 구리시 인창동 344-7,127.1393148859122,37.60551066048305
781,탄현,경기,고양시,경기 고양시 일산서구 탄현동 1562-5,정,경기도 고양시 일산서구 탄현동 1562-5,126.76183463811496,37.69019705210247
797,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호",정,경기도 구리시 갈매동 608-1,127.11613943952045,37.63129192716746
819,도농1호,경기,남양주시,경기 남양주시 다산동 608,정,경기도 남양주시 다산동 608,127.15959707841888,37.604302547793544
816,풍무,경기,김포시,경기 김포시 풍무동 191-2,유,경기도 김포시 풍무동 202-2,126.72271544387641,37.607170196419325
806,산본역,경기,군포시,경기 군포시 산본동 1142-6,정,경기도 군포시 산본동 1142-6,126.93194308061209,37.35810950177152
813,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층,정,경기도 김포시 운양동 1297-6,126.6832113330027,37.65537637924267
808,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052,정,경기도 김포시 고촌읍 신곡리 1052,126.76807491559344,37.60538211172045
818,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91,정,경기도 남양주시 와부읍 덕소리 141-91,127.21690353173777,37.58795309518802
815,통진1호,경기,김포시,경기 김포시 통진읍 서암리 758-79,정,경기도 김포시 통진읍 서암리 758-79,126.59966272671568,37.69323218958318
794,양벌,경기,광주시,경기 광주시 오포읍 양벌리 290-3,대,경기도 광주시,127.29177667793235,37.40045810262066
835,심곡1호,경기,부천시,경기 부천시 소사구 심곡본동 678-17,정,경기도 부천시 소사구 심곡본동 678-17,126.78178700553342,37.481457138300414
822,별내역,경기,남양주시,경기 남양주시 별내동 1006-1,정,경기도 남양주시 별내동 1006-1,127.12568772152443,37.645928935604665
832,송내(동두천),경기,동두천시,경기 동두천시 지행동 694 예일 복합타워 114호,정,경기도 동두천시 지행동 694,127.05322591409174,37.89309972091672
814,장기1호,경기,김포시,경기 김포시 장기동 장기동 1360,정,경기도 김포시 장기동 1360,126.6697682382689,37.64442240496454
795,초월,경기,광주시,경기 광주시 초월읍 경충대로 1255,정,경기도 광주시 경충대로 1255 (초월읍),127.28750114584061,37.38656665780745
796,태전(경기광주),경기,광주시,경기 광주시 태전동 261-14,정,경기도 광주시 태전동 261-14,127.23015798234037,37.3910631723379
834,송내(부천),경기,부천시,경기 부천시 소사구 송내1동 366-13,정,경기도 부천시 소사구 송내동 366-13,126.76293223408933,37.4839976631992
812,양곡,경기,김포시,경기 김포시 양촌읍 양곡리 1302-2,정,경기도 김포시 양촌읍 양곡리 1302-2,126.62877758232871,37.65572472193536
821,별내2호,경기,남양주시,경기 남양주시 별내동 846-7,정,경기도 남양주시 별내동 846-7,127.11726672076739,37.665354990883316
831,생연,경기,동두천시,경기 동두천시 생연동 689-28,정,경기도 동두천시 생연동 689-28,127.05323095348636,37.901188807432554
809,구래,경기,김포시,경기 김포시 구래동 6883-1,정,경기도 김포시 구래동 6883-1,126.62635617982505,37.645268797278675
850,서판교,경기,성남시,경기 성남시 분당구 판교동 612-3,정,경기도 성남시 분당구 판교동 612-3,127.09083352055413,37.39080739733127
823,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19,정,경기도 남양주시 오남읍 오남리 205-19,127.21349466524603,37.69083426262099
830,호평,경기,남양주시,경기 남양주시 호평동 656-1,정,경기도 남양주시 호평동 656-1,127.24639096008005,37.65484090514417
833,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2,정,경기도 부천시 소사구 괴안동 39-2,126.8051104700239,37.48095739149986
828,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14,정,경기도 남양주시 퇴계원읍 퇴계원리 290-14,127.14087589794951,37.6500548345013
837,원종도당,경기,부천시,경기 부천시 오정구 원종1동 281-15,정,경기도 부천시 오정구 원종동 281-15,126.80517094131608,37.521997367838125
810,북변,경기,김포시,경기 김포시 감정동 529-3,정,경기도 김포시 감정동 529-3,126.6993960200944,37.62331333199178
829,평내,경기,남양주시,경기 남양주시 평내동 582-5,정,경기도 남양주시 평내동 582-5,127.23580519497055,37.64640185297806
811,사우,경기,김포시,경기 김포시 사우동 998,정,경기도 김포시 사우동 998,126.71625279544257,37.620363521591344
849,분당효자,경기,성남시,경기 성남시 분당구 서현동 333-1,정,경기도 성남시 분당구 서현동 333-1,127.13941072064269,37.37679860511276
847,무지개마을,경기,성남시,경기 성남시 분당구 구미동 212-2,정,경기도 성남시 분당구 구미동 212-2,127.11855184007057,37.33606008980878
827,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3,정,경기도 남양주시 화도읍 창현리 462-3,127.30608657710599,37.649054034197135
846,동판교,경기,성남시,경기 성남시 분당구 삼평동 664,정,경기도 성남시 분당구 삼평동 664,127.11071333401676,37.39745871107151
836,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4,정,경기도 부천시 오정구 고강동 305-4,126.81262103401815,37.52426457909396
824,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4,정,경기도 남양주시 진건읍 사능리 353-4,127.18124969461903,37.65601359580838
865,고색,경기,수원시,경기 수원시 권선구 고색동 31-4,정,경기도 수원시 권선구 고색동 31-4,126.98492190070503,37.25221085492422
838,복사골,경기,부천시,경기 부천시 원미구 중동 716-4,정,경기도 부천시 원미구 중동 716-4,126.76709225607954,37.49494757920821
845,중동꿈마을,경기,부천시,경기 부천시 원미구 심곡동 93-1,정,경기도 부천시 원미구 심곡동 93-1,126.7847059923833,37.49487991668776
843,역곡2동,경기,부천시,경기 부천시 원미구 역곡동 48-5,정,경기도 부천시 원미구 역곡동 48-5,126.80729847333323,37.48431447429715
844,중동2호,경기,부천시,경기 부천시 원미구 중4동 1033-3,정,경기도 부천시 원미구 중동 1033-3,126.76453940114592,37.505072525150595
852,수내1호,경기,성남시,경기 성남시 분당구 수내동 32 양지마을청구아파트,정,경기도 성남시 분당구 수내동 32,127.11672446305653,37.37630427306248
826,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1,정,경기도 남양주시 진접읍 금곡리 1041-1,127.20153613637831,37.718081636634814
848,미금,경기,성남시,경기 성남시 분당구 구미동 50-2,정,경기도 성남시 분당구 구미동 50-2,127.11082845294061,37.34711719826218
825,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1,정,경기도 남양주시 진접읍 장현리 672-1,127.18110456356858,37.715397613676835
839,상동1호,경기,부천시,경기 부천시 원미구 상2동 546-6 110호,정,경기도 부천시 원미구 상동 546-6,126.7505952723255,37.50397182364311
851,서현,경기,성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",정,경기도 성남시 분당구 서현동 89-7,127.12810228068935,37.3814952789131
864,은행1호(성남),경기,성남시,경기 성남시 중원구 은행동 663-3,정,경기도 성남시 중원구 은행동 663-3,127.16750507057583,37.46095898143658
842,신중동,경기,부천시,경기 부천시 원미구 중동 1147-1,정,경기도 부천시 원미구 중동 1147-1,126.77119238159192,37.502601595366095
862,모란역,경기,성남시,경기 성남시 중원구 성남동 3249,정,경기도 성남시 중원구 성남동 3249,127.13157699983579,37.433084102160564
861,금광1호,경기,성남시,경기 성남시 중원구 금광동 2706,정,경기도 성남시 중원구 금광동 2706,127.16860010120827,37.45133463095509
853,아름마을,경기,성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",정,경기도 성남시 분당구 야탑동 533-8,127.12333749944071,37.40576932768479
880,연무1호,경기,수원시,경기 수원시 장안구 연무동 249-13,정,경기도 수원시 장안구 연무동 249-13,127.02639153899074,37.29329929240567
858,수진1호,경기,성남시,경기 성남시 수정구 수진동 88번지 102호,유,경기도 성남시 수정구 수진동 88,127.13260592683862,37.43967467826609
867,권선1호,경기,수원시,경기 수원시 권선구 권선동 1260-5,정,경기도 수원시 권선구 권선동 1260-5,127.028488379743,37.25266373567687
859,신흥1호,경기,성남시,경기 성남시 수정구 신흥동 34,정,경기도 성남시 수정구 신흥동 34,127.14567062719692,37.44925213406584
860,태평1동,경기,성남시,경기 성남시 수정구 태평동 6974-1,정,경기도 성남시 수정구 태평동 6974-1,127.1273470584257,37.439817260207874
841,송내로데오,경기,부천시,경기 부천시 원미구 상동 400-2,정,경기도 부천시 원미구 상동 400-2,126.75217192477896,37.49130588827807
863,상대원1호,경기,성남시,경기 성남시 중원구 상대원동 5027,정,경기도 성남시 중원구 상대원동 5027,127.15832651166043,37.43458055012118
840,상동역,경기,부천시,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,정,경기도 부천시 원미구 상동 523-3,126.75165068849651,37.512810609668904
866,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4,정,경기도 수원시 권선구 곡반정동 584-4,127.02624961547492,37.235514911909675
879,영통2호,경기,수원시,경기 수원시 영통구 영통동 952-5,정,경기도 수원시 영통구 영통동 952-5,127.07687599298693,37.264781759798666
854,야탑1호,경기,성남시,경기 성남시 분당구 야탑동 272-4,정,경기도 성남시 분당구 야탑동 272-4,127.13857356882426,37.41161822664555
857,성남위례,경기,성남시,경기 성남시 수정구 창곡동 547-8,정,경기도 성남시 수정구 창곡동 547-8,127.13963606207412,37.465763781452736
877,신영통1호,경기,수원시,경기 수원시 영통구 망포동 369-3,정,경기도 수원시 영통구 망포동 369-3,127.05495492525591,37.24189726910053
895,목감신도시1호,경기,시흥시,경기 시흥시 목감동 410-2,정,경기도 시흥시 목감동 410-2,126.86257539988799,37.383028376913
876,신동1호,경기,수원시,경기 수원시 영통구 신동 935-3,정,경기도 수원시 영통구 신동 935-3,127.04437953625587,37.24733154189237
882,율전1호,경기,수원시,경기 수원시 장안구 율전동 298-8,정,경기도 수원시 장안구 율전동 298-8,126.96928559844791,37.29857813147121
873,매탄1호,경기,수원시,경기 수원시 영통구 매탄동 1170-4,정,경기도 수원시 영통구 매탄동 1170-4,127.04025135303856,37.255387782030766
868,금곡1호,경기,수원시,경기 수원시 권선구 금곡동 1088-1,정,경기도 수원시 권선구 금곡동 1088-1,126.94295209288859,37.27343225172588
875,매탄3호,경기,수원시,경기 수원시 영통구 매탄4동 208-21,정,경기도 수원시 영통구 매탄동 208-21,127.04622518698791,37.26661411316144
855,야탑역,경기,성남시,경기 성남시 분당구 야탑동 376-13,정,경기도 성남시 분당구 야탑동 376-13,127.13106505843948,37.41355884650137
856,정자,경기,성남시,경기 성남시 분당구 정자동 17-5,정,경기도 성남시 분당구 정자동 17-5,127.10768326755073,37.36729606420611
874,매탄2호,경기,수원시,경기 수원시 영통구 매탄2동 199-69,정,경기도 수원시 영통구 매탄동 199-69,127.04803148063918,37.269161812864105
878,영통1호,경기,수원시,경기 수원시 영통구 영통동 1005-1,정,경기도 수원시 영통구 영통동 1005-1,127.07603383545647,37.250501682430816
881,영화,경기,수원시,경기 수원시 장안구 영화동 425-3,정,경기도 수원시 장안구 영화동 425-3,127.00611258494162,37.287445954934945
894,능곡,경기,시흥시,경기 시흥시 능곡동 545,정,경기도 시흥시 능곡동 545,126.81047128136717,37.37031364208397
872,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호,정,경기도 수원시 영통구 이의동 1332,127.05052664129896,37.29066047263709
892,화서2호,경기,수원시,경기 수원시 팔달구 화서동 185-3,정,경기도 수원시 팔달구 화서동 185-3,126.99725970149667,37.28042155403203
910,원곡1호,경기,안산시,경기 안산시 단원구 원곡동 754-6,정,경기도 안산시 단원구 원곡동 754-6,126.79427873779217,37.33203644358962
869,매교,경기,수원시,경기 수원시 권선구 세류동 97-5,정,경기도 수원시 권선구 세류동 97-5,127.01199036364973,37.265831310573425
891,화서1호,경기,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",정,경기도 수원시 팔달구 화서동 703,126.98506013386321,37.28550763573888
871,호매실,경기,수원시,경기 수원시 권선구 금곡동 1137-3,정,경기도 수원시 권선구 금곡동 1137-3,126.95886292152161,37.27085271053823
890,인계,경기,수원시,경기 수원시 팔달구 인계동 1118-12,정,경기도 수원시 팔달구 인계동 1118-12,127.03494224693003,37.264080881691044
883,정자1호,경기,수원시,경기 수원시 장안구 정자동 41-2,정,경기도 수원시 장안구 정자동 41-2,127.0004524672378,37.293804074865534
888,아주대,경기,수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워,정,경기도 수원시 팔달구 우만동 85-3,127.04205899045539,37.275744026756364
870,탑동(수원),경기,수원시,경기 수원시 권선구 서둔동 240-5,정,경기도 수원시 권선구 서둔동 240-5,126.97909828169072,37.275229394299984
897,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",유,경기도 시흥시 정왕동 2378,126.68390900053662,37.34608070347191
889,우만1호,경기,수원시,경기 수원시 팔달구 우만동 481,정,경기도 수원시 팔달구 우만동 481,127.03113531948816,37.28923231259493
893,거모,경기,시흥시,경기 시흥시 거모동 1757-1,정,경기도 시흥시 거모동 1757-1,126.78533209478859,37.34475161714937
909,선부1호,경기,안산시,경기 안산시 단원구 선부동 1070-2,정,경기도 안산시 단원구 선부동 1070-2,126.8090476657757,37.33599989283442
887,수원역,경기,수원시,경기 수원시 팔달구 고등동 86-4,정,경기도 수원시 팔달구 고등동 86-4,127.00458372202262,37.2695961288021
907,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1,정,경기도 안산시 단원구 고잔동 756-1,126.83905274640327,37.3133113654551
896,목감신도시2호,경기,시흥시,경기 시흥시 조남동 657-2,정,경기도 시흥시 조남동 657-2,126.85240104567625,37.37771872037181
925,비산1호,경기,안양시,경기 안양시 동안구 비산동 566-7,정,경기도 안양시 동안구 비산동 566-7,126.93658317602632,37.39698760057827
886,파장,경기,수원시,경기 수원시 장안구 송죽동 216-1,정,경기도 수원시 장안구 송죽동 216-1,127.00250362212918,37.30599375622214
906,정왕3호,경기,시흥시,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호",정,경기도 시흥시 정왕동 1726-1,126.7334561270912,37.34802952106643
905,정왕2호,경기,시흥시,경기 시흥시 정왕동 1859-3,정,경기도 시흥시 정왕동 1859-3,126.72335511324412,37.35325494865731
898,배곧신도시2호,경기,시흥시,경기 시흥시 정왕동 2536,유,경기도 시흥시 정왕동 2591,126.69398983227094,37.33267733778432
885,조원1호,경기,수원시,경기 수원시 장안구 조원동 729-12,정,경기도 수원시 장안구 조원동 729-12,127.01500529696334,37.301799878512796
912,초지역,경기,안산시,경기 안산시 단원구 초지동 592,유,경기도 안산시 단원구 초지동 596,126.80702191523568,37.32325926145417
884,정자2호,경기,수원시,"경기 수원시 장안구 천천동 502-6, 1층",정,경기도 수원시 장안구 천천동 502-6,126.9800253848148,37.30022212173245
903,장곡,경기,시흥시,"경기 시흥시 장곡동 823-5, 동서빌딩",정,경기도 시흥시 장곡동 823-5,126.78652481771046,37.379062528926504
922,안성2호,경기,안성시,경기 안성시 인지동 390-35,정,경기도 안성시 인지동 390-35,127.2690745115087,37.005469568511884
924,관양,경기,안양시,경기 안양시 동안구 관양동 1437-20 1층,정,경기도 안양시 동안구 관양동 1437-20,126.96959583086637,37.405132575677094
908,고잔2호,경기,안산시,경기 안산시 단원구 와동 720-13,정,경기도 안산시 단원구 와동 720-13,126.82702936757704,37.332826396567356
911,중앙(안산),경기,안산시,경기 안산시 단원구 고잔동 540-7,정,경기도 안산시 단원구 고잔동 540-7,126.84092446199566,37.317874238772966
902,은행1호(시흥),경기,시흥시,경기 시흥시 대야동 580-4,정,경기도 시흥시 대야동 580-4,126.79884596440786,37.44573034564528
904,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2,정,경기도 시흥시 정왕동 1593-2,126.7435106950375,37.34456125531714
921,안성1호,경기,안성시,경기 안성시 연지동 94,정,경기도 안성시 연지동 94,127.2707681833462,37.01074430106436
901,은계,경기,시흥시,경기 시흥시 은행동 645-5,정,경기도 시흥시 은행동 645-5,126.80319600916427,37.43656302831761
940,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8,정,경기도 남양주시 화도읍 마석우리 384-8,127.30467066909745,37.65949185717251
913,반월,경기,안산시,경기 안산시 상록구 건건동 650-1,정,경기도 안산시 상록구 건건동 650-1,126.90224546463483,37.30447866297511
920,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98,정,경기도 안성시 공도읍 만정리 417-98,127.16873370117047,36.998936882425006
927,평촌3호,경기,안양시,경기 안양시 동안구 비산동 1059 층 A동 103호,대,경기도 안양시 동안구 비산동,126.94870359083333,37.41485106255939
900,월곶,경기도,시흥시,경기도 시흥시 월곶동 1015-1,정,경기도 시흥시 월곶동 1015-1,126.7392892496051,37.38827417905027
937,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91,정,경기도 남양주시 와부읍 덕소리 141-91,127.21690353173777,37.58795309518802
923,진사리,경기,안성시,경기 안성시 공도읍 진사리 20-30,정,경기도 안성시 공도읍 진사리 20-30,127.1393119423838,36.99200867213293
926,평촌1호,경기,안양시,경기 안양시 동안구 평촌동 917-9,정,경기도 안양시 동안구 평촌동 917-9,126.96140642898217,37.38318243664578
918,월피,경기,안산시,"경기 안산시 상록구 월피동 442-26, 1층",정,경기도 안산시 상록구 월피동 442-26,126.85092175461311,37.33009740566372
939,도농1호,경기,남양주시,경기 남양주시 다산동 608,정,경기도 남양주시 다산동 608,127.15959707841888,37.604302547793544
899,신천1호(시흥),경기,시흥시,경기 시흥시 신천동 707-50,정,경기도 시흥시 신천동 707-50,126.78601637702171,37.44203378695983
919,일동,경기,안산시,경기 안산시 상록구 일동 89-3,정,경기도 안산시 상록구 일동 89-3,126.86775020847193,37.312217039520334
955,여주대,경기,여주군,경기 여주군 여주읍 점봉리,대,경기도 여주시,127.64428504335312,37.28762711220517
936,덕계(양주),경기,양주시,경기 양주시 덕계동 698-5,정,경기도 양주시 덕계동 698-5,127.04585812987438,37.816656445768395
916,사동1호,경기,안산시,경기 안산시 상록구 사동 1172,정,경기도 안산시 상록구 사동 1172,126.84176351427269,37.3015577838696
928,호계1호(안양),경기,안양시,경기 안양시 동안구 호계2동 927-2,정,경기도 안양시 동안구 호계동 927-2,126.95140387413461,37.382140203529424
917,사동2호,경기,안산시,경기 안산시 상록구 사동 1376-7,정,경기도 안산시 상록구 사동 1376-7,126.8466085050104,37.28670615441066
935,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2,유,경기도 남양주시 다산동 산 3008-3,127.15942778252693,37.61696066611724
941,백석(양주),경기,양주시,경기 양주시 백석읍 복지리 168-3,정,경기도 양주시 백석읍 복지리 168-3,126.99235651415054,37.78989218982136
938,덕정1호,경기,양주시,경기 양주시 덕정동 240-27,정,경기도 양주시 덕정동 240-27,127.06563191944946,37.83465587141268
942,별내2호,경기,남양주시,경기 남양주시 별내동 846-7,정,경기도 남양주시 별내동 846-7,127.11726672076739,37.665354990883316
915,부곡(안산),경기,안산시,경기 안산시 상록구 부곡동 670-2,정,경기도 안산시 상록구 부곡동 670-2,126.86247263525937,37.3316671148469
952,호평,경기,남양주시,경기 남양주시 호평동 656-1,정,경기도 남양주시 호평동 656-1,127.24639096008005,37.65484090514417
933,안양2호,경기,안양시,경기 안양시 만안구 안양동 473-4,정,경기도 안양시 만안구 안양동 473-4,126.92640425724339,37.39082443089844
954,여주1호,경기,여주군,경기 여주군 하동 405-4,대,경기도 여주시,127.64428504335312,37.28762711220517
934,고읍1호,경기,양주시,경기 양주시 광사동 657,정,경기도 양주시 광사동 657,127.07944064566408,37.793886918635735
970,상현1호,경기,용인시,경기 용인시 수지구 상현동 3-4,정,경기도 용인시 수지구 상현동 3-4,127.08845468345184,37.31409915767325
914,본오1호,경기,안산시,경기 안산시 상록구 본오동 879-10,정,경기도 안산시 상록구 본오동 879-10,126.86287053633447,37.297785694489335
951,평내,경기,남양주시,경기 남양주시 평내동 582-5,정,경기도 남양주시 평내동 582-5,127.23580519497055,37.64640185297806
931,안양1번가,경기,안양시,경기 안양시 만안구 안양동 674-241,정,경기도 안양시 만안구 안양동 674-241,126.92259794595063,37.39940324296922
956,오학,경기,여주군,경기 여주군 오학동 산45-7,대,경기도 여주시,127.64428504335312,37.28762711220517
957,전곡,경기,연천군,경기 연천군 전곡읍 전곡리 302-11,정,경기도 연천군 전곡읍 전곡리 302-11,127.06774359422349,38.02463932242263
950,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14,정,경기도 남양주시 퇴계원읍 퇴계원리 290-14,127.14087589794951,37.6500548345013
932,안양1호,경기,안양시,경기 안양시 만안구 안양동 711-317,정,경기도 안양시 만안구 안양동 711-317,126.9189196151641,37.3957536633814
953,양평,경기,양평군,경기 양평군 양평읍 양근리 183-4,정,경기도 양평군 양평읍 양근리 183-4,127.49650907378,37.490313218693075
943,별내역,경기,남양주시,경기 남양주시 별내동 1006-1,정,경기도 남양주시 별내동 1006-1,127.12568772152443,37.645928935604665
930,석수1호,경기,안양시,경기 안양시 만안구 석수1동 177-6,정,경기도 안양시 만안구 석수동 177-6,126.91367230947723,37.41651970841919
949,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3,정,경기도 남양주시 화도읍 창현리 462-3,127.30608657710599,37.649054034197135
948,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1,정,경기도 남양주시 진접읍 금곡리 1041-1,127.20153613637831,37.718081636634814
969,동천1호,경기,용인시,경기 용인시 수지구 동천동 941-7,정,경기도 용인시 수지구 동천동 941-7,127.09153401773996,37.33728297636042
967,보정,경기,용인시,경기 용인시 기흥구 보정동 1204-4,정,경기도 용인시 기흥구 보정동 1204-4,127.11190905983644,37.32140475950326
929,박달사거리,경기,안양시,경기 안양시 만안구 박달동 85-15,정,경기도 안양시 만안구 박달동 85-15,126.90906261972208,37.40241611080211
985,녹양,경기,의정부시,경기 의정부시 가능동 92-51,정,경기도 의정부시 가능동 92-51,127.04073034025512,37.75852890143786
966,보라,경기,용인시,경기 용인시 기흥구 보라동 581-2,정,경기도 용인시 기흥구 보라동 581-2,127.11031794643317,37.25363261148742
946,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4,정,경기도 남양주시 진건읍 사능리 353-4,127.18124969461903,37.65601359580838
971,상현역,경기,용인시,경기 용인시 수지구 상현동 1160,정,경기도 용인시 수지구 상현동 1160,127.08001474265276,37.296415412928994
968,흥덕,경기,용인시,경기 용인시 기흥구 영덕동 1007-6,정,경기도 용인시 기흥구 영덕동 1007-6,127.06912609130603,37.27322256748546
965,동백1호,경기,용인시,경기 용인시 기흥구 동백동 614-5,정,경기도 용인시 기흥구 동백동 614-5,127.15349101835461,37.28355205040072
972,성복,경기,용인시,경기 용인시 수지구 성복동 162-3,정,경기도 용인시 수지구 성복동 162-3,127.07538569659822,37.31545989800407
947,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1,정,경기도 남양주시 진접읍 장현리 672-1,127.18110456356858,37.715397613676835
