field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
368,내당,대구,서구,대구 서구 내당동 219-7,정,대구광역시 서구 내당동 219-7,128.5611835669965,35.859571256795604
364,구암,대구,북구,대구 북구 태전동 1074-6,정,대구광역시 북구 태전동 1074-6,128.5485182024812,35.9253025614109
363,관음,대구,북구,대구 북구 관음동 1383-9,정,대구광역시 북구 관음동 1383-9,128.54949050568837,35.93951473902121
373,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호,정,대구광역시 동구 각산동 1098-5,128.72224507901336,35.87795275754764
369,논공,대구,달성군,대구 달성군 논공읍 북리 803-128,정,대구광역시 달성군 논공읍 북리 803-128,128.4429980314201,35.72959508064222
385,이천대봉,대구,남구,대구 남구 이천동 184-9,정,대구광역시 남구 이천동 184-9,128.6035862170564,35.854608453433954
351,반송(부산),부산,해운대구,부산 해운대구 반송2동 216-150,정,부산광역시 해운대구 반송동 216-150,129.15488490036952,35.229680652579965
360,해운대역,부산,해운대구,부산 해운대구 우동 639-4,정,부산광역시 해운대구 우동 639-4,129.1572780018169,35.162435053073516
382,대명1호,대구,남구,대구 남구 대명동 1098-4,정,대구광역시 남구 대명동 1098-4,128.5641803781936,35.838957428916245
377,동천3지구,대구,북구,대구 북구 동천동 906-3,정,대구광역시 북구 동천동 906-3,128.5595447438213,35.942827508068795
376,동서변,대구,북구,대구 북구 동변동 669-4,정,대구광역시 북구 동변동 669-4,128.60318073622565,35.92082434113659
387,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호,정,대구광역시 달서구 도원동 1442-2,128.53539675073372,35.80602212366728
359,좌동3호,부산,해운대구,부산 해운대구 좌동 1484-1,정,부산광역시 해운대구 좌동 1484-1,129.17829575971447,35.16898586239952
380,두류,대구,달서구,대구 달서구 두류동 620-12,정,대구광역시 달서구 두류동 620-12,128.55481029987052,35.85209940303365
371,달성비산,대구,서구,대구 서구 비산동 440-5,정,대구광역시 서구 비산동 440-5,128.57087350900565,35.87471510207474
383,봉덕,대구,남구,대구 남구 봉덕동 687-32,정,대구광역시 남구 봉덕동 687-32,128.59728228675118,35.8426779343722
379,동호,대구,동구,대구 동구 동호동 384-7,정,대구광역시 동구 동호동 384-7,128.72413567366888,35.86581669039836
366,금호지구,대구,북구,대구 북구 사수동 912,정,대구광역시 북구 사수동 912,128.5162170808777,35.897041704505305
378,동촌,대구,동구,대구 동구 검사동 1111,정,대구광역시 동구 검사동 1111,128.65212142901748,35.886506427437595
400,논공,대구,달성군,대구 달성군 논공읍 북리 803-128,정,대구광역시 달성군 논공읍 북리 803-128,128.4429980314201,35.72959508064222
384,앞산,대구,남구,대구 남구 대명동 780-3,정,대구광역시 남구 대명동 780-3,128.57714764376803,35.83954665060847
375,동구청,대구,동구,대구 동구 신암동 345-3,정,대구광역시 동구 신암동 345-3,128.6328039269434,35.88463167333313
388,두류,대구,달서구,대구 달서구 두류동 620-12,정,대구광역시 달서구 두류동 620-12,128.55481029987052,35.85209940303365
397,진천(대구),대구,달서구,대구 달서구 진천동 504,정,대구광역시 달서구 진천동 504,128.52500590884813,35.813093900813435
392,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,정,대구광역시 달서구 월성동 1264,128.52806945711725,35.82175957158316
391,송현(대구),대구,달서구,대구 달서구 송현1동 207-2,정,대구광역시 달서구 송현동 207-2,128.55297616172592,35.83209863176741
402,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1,정,대구광역시 달성군 화원읍 명곡리 320-1,128.4925464790334,35.79884311754284
395,월성,대구,달서구,대구 달서구 본동 1135-4,정,대구광역시 달서구 본동 1135-4,128.53767718152588,35.8327400397082
386,감삼성당,대구,달서구,대구 달서구 감삼동 317-3,정,대구광역시 달서구 감삼동 317-3,128.5400030828346,35.84367260355019
394,용산새방,대구,달서구,대구 달서구 용산동 499-2,정,대구광역시 달서구 용산동 499-2,128.52153739683914,35.85848420103672
398,호산파호,대구,달서구,대구 달서구 호산동 357-116,정,대구광역시 달서구 호산동 357-116,128.4855009038684,35.84921086884491
374,대명1호,대구,남구,대구 남구 대명동 1098-4,정,대구광역시 남구 대명동 1098-4,128.5641803781936,35.838957428916245
381,계명,대구시,남구,대구시 남구 양지로 107,정,대구광역시 남구 양지로 107 (대명동),128.5795195790782,35.851699830446734
393,용산,대구,달서구,대구 달서구 용산1동 954-6,정,대구광역시 달서구 용산동 954-6,128.53081276112204,35.854701307871636
415,지묘봉무,대구,동구,대구 동구 지묘동 808-3,정,대구광역시 동구 지묘동 808-3,128.63714999503222,35.942306667928655
399,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2,정,대구광역시 달성군 구지면 응암리 1204-2,128.41692892082557,35.657025672392265
403,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15,정,대구광역시 달성군 다사읍 서재리 423-15,128.4976420650942,35.871488938445914
390,성서,대구,달서구,대구 달서구 신당동 1761-5,정,대구광역시 달서구 신당동 1761-5,128.49957105354454,35.85791454633623
412,신천1호(대구),대구,동구,대구 동구 신천동 501-5,정,대구광역시 동구 신천동 501-5,128.61722905396545,35.87472796971746
406,화원,대구,달성군,대구 달성군 화원읍 천내리 241-1,정,대구광역시 달성군 화원읍 천내리 241-1,128.49626663171378,35.80439765046513
417,관음,대구,북구,대구 북구 관음동 1383-9,정,대구광역시 북구 관음동 1383-9,128.54949050568837,35.93951473902121
401,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1,정,대구광역시 달성군 다사읍 죽곡리 809-1,128.46491916344692,35.85698543981421
410,동호,대구,동구,대구 동구 동호동 384-7,정,대구광역시 동구 동호동 384-7,128.72413567366888,35.86581669039836
407,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호,정,대구광역시 동구 각산동 1098-5,128.72224507901336,35.87795275754764
409,동촌,대구,동구,대구 동구 검사동 1111,정,대구광역시 동구 검사동 1111,128.65212142901748,35.886506427437595
413,신천2호,대구,동구,대구 동구 신청동 377-12,대,대구광역시 동구,128.68191429874614,35.93422345963923
389,상인,대구,달서구,대구 달서구 상인동 1555-1,정,대구광역시 달서구 상인동 1555-1,128.5458239780474,35.81248957947099
396,장기,대구,달서구,대구 달서구 장기동 826-6,정,대구광역시 달서구 장기동 826-6,128.5292550762651,35.842034704338694
414,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호,유,대구광역시 동구 율하동 1311,128.68957905739111,35.86307801748584
430,침산,대구,북구,대구 북구 침산동 457-31,정,대구광역시 북구 침산동 457-31,128.58408812184075,35.88993635824715
408,동구청,대구,동구,대구 동구 신암동 345-3,정,대구광역시 동구 신암동 345-3,128.6328039269434,35.88463167333313
418,구암,대구,북구,대구 북구 태전동 1074-6,정,대구광역시 북구 태전동 1074-6,128.5485182024812,35.9253025614109
405,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호,정,대구광역시 달성군 유가읍 봉리 606,128.45676999785164,35.69320812824245
421,동천3지구,대구,북구,대구 북구 동천동 906-3,정,대구광역시 북구 동천동 906-3,128.5595447438213,35.942827508068795
416,지저불로,대구,동구,대구 동구 지저동 833-15,정,대구광역시 동구 지저동 833-15,128.63801023591128,35.892554541856555
427,원대노원,대구,북구,대구 북구 노원동3가 892-1,정,대구광역시 북구 노원동3가 892-1,128.56815164685838,35.89190418881153
432,팔달매천,대구,북구,대구 북구 매천동 682,정,대구광역시 북구 매천동 682,128.54254461987725,35.90858787917312
425,신암대현,대구,북구,대구 북구 대현동 153-4,정,대구광역시 북구 대현동 153-4,128.611823536782,35.88193502234682
429,칠성고성,대구,북구,대구 북구 칠성동2가 42-9,정,대구광역시 북구 칠성동2가 42-9,128.59132212041683,35.882698921454
422,복현1호,대구,북구,대구 북구 복현동 426-5,정,대구광역시 북구 복현동 426-5,128.61732045938854,35.895352635050166
411,방촌,대구,동구,대구 동구 방촌동 1118-121,정,대구광역시 동구 방촌동 1118-121,128.66946237197615,35.876921207510314
428,읍내(대구),대구,북구,대구 북구 읍내동 1449 202동 103호,정,대구광역시 북구 읍내동 1449,128.55228558774974,35.95469096217432
424,산격,대구,북구,대구 북구 산격동 1400-20,정,대구광역시 북구 산격동 1400-20,128.60829355022292,35.891953595033904
404,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911,정,대구광역시 달성군 옥포읍 교항리 2911,128.44130507061098,35.78165952056491
445,월성,대구,달서구,대구 달서구 본동 1135-4,정,대구광역시 달서구 본동 1135-4,128.53767718152588,35.8327400397082
423,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호,정,대구광역시 북구 복현동 539-110,128.61745477751523,35.90228493096148
433,학정,대구,북구,대구 북구 학정동 282-14,정,대구광역시 북구 학정동 282-14,128.5651698616361,35.95275167874399
431,태전(대구),대구,북구,대구 북구 태전동 254-30,정,대구광역시 북구 태전동 254-30,128.54343140090913,35.92501190767535
420,동서변,대구,북구,대구 북구 동변동 669-4,정,대구광역시 북구 동변동 669-4,128.60318073622565,35.92082434113659
436,달성비산,대구,서구,대구 서구 비산동 440-5,정,대구광역시 서구 비산동 440-5,128.57087350900565,35.87471510207474
426,연경,대구,북구,대구 북구 연경동 949-1,정,대구광역시 북구 연경동 949-1,128.6150723028791,35.94236073755298
444,용산새방,대구,달서구,대구 달서구 용산동 499-2,정,대구광역시 달서구 용산동 499-2,128.52153739683914,35.85848420103672
440,성서,대구,달서구,대구 달서구 신당동 1761-5,정,대구광역시 달서구 신당동 1761-5,128.49957105354454,35.85791454633623
437,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호,정,대구광역시 달서구 도원동 1442-2,128.53539675073372,35.80602212366728
447,진천(대구),대구,달서구,대구 달서구 진천동 504,정,대구광역시 달서구 진천동 504,128.52500590884813,35.813093900813435
442,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,정,대구광역시 달서구 월성동 1264,128.52806945711725,35.82175957158316
443,용산,대구,달서구,대구 달서구 용산1동 954-6,정,대구광역시 달서구 용산동 954-6,128.53081276112204,35.854701307871636
439,상인,대구,달서구,대구 달서구 상인동 1555-1,정,대구광역시 달서구 상인동 1555-1,128.5458239780474,35.81248957947099
460,중동,대구,수성구,대구 수성구 중동 97-5,정,대구광역시 수성구 중동 97-5,128.61302499394873,35.845603847871985
419,금호지구,대구,북구,대구 북구 사수동 912,정,대구광역시 북구 사수동 912,128.5162170808777,35.897041704505305
438,두류,대구,달서구,대구 달서구 두류동 620-12,정,대구광역시 달서구 두류동 620-12,128.55481029987052,35.85209940303365
446,장기,대구,달서구,대구 달서구 장기동 826-6,정,대구광역시 달서구 장기동 826-6,128.5292550762651,35.842034704338694
441,송현(대구),대구,달서구,대구 달서구 송현1동 207-2,정,대구광역시 달서구 송현동 207-2,128.55297616172592,35.83209863176741
451,만촌2호,대구,수성구,대구 수성구 만촌1동 1330-12,정,대구광역시 수성구 만촌동 1330-12,128.6407189859792,35.87291015744717
435,내당,대구,서구,대구 서구 내당동 219-7,정,대구광역시 서구 내당동 219-7,128.5611835669965,35.859571256795604
459,시지3호,대구,수성구,대구 수성구 신매동 593-4,정,대구광역시 수성구 신매동 593-4,128.7076082300194,35.832673047275286
448,평리,대구,서구,대구 서구 평리동 1217-2,정,대구광역시 서구 평리동 1217-2,128.56013346818145,35.87116627791853
454,범어2호,대구,수성구,대구 수성구 범어동 478-12,정,대구광역시 수성구 범어동 478-12,128.62378670061585,35.86344470262869
458,시지2호,대구,수성구,대구 수성구 시지동 489-2,정,대구광역시 수성구 시지동 489-2,128.6937734806048,35.840084453159086
457,시지1호,대구,수성구,대구 수성구 매호동 1328-12,정,대구광역시 수성구 매호동 1328-12,128.70791617355272,35.844099202836
455,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11,정,대구광역시 수성구 수성동4가 1022-11,128.61745000005595,35.86075491140982
462,황금,대구,수성구,대구 수성구 두산동 133-1,정,대구광역시 수성구 두산동 133-1,128.62086603473406,35.83524207047898
452,범물,대구,수성구,대구 수성구 범물동 1374-4,정,대구광역시 수성구 범물동 1374-4,128.64435785146213,35.817817457588525
453,범어1호,대구,수성구,대구 수성구 범어동 203-18,정,대구광역시 수성구 범어동 203-18,128.63428829776325,35.85747877245029
434,감삼성당,대구,달서구,대구 달서구 감삼동 317-3,정,대구광역시 달서구 감삼동 317-3,128.5400030828346,35.84367260355019
456,수성호수,대구,수성구,대구 수성구 두산동 653-5,정,대구광역시 수성구 두산동 653-5,128.6225456959996,35.826930795401985
466,가좌,인천,서구,인천 서구 가좌동 30-78,정,인천광역시 서구 가좌동 30-78,126.68429706073124,37.494075404146066
475,공항신도시,인천,중구,인천 중구 운서동 2801-3,정,인천광역시 중구 운서동 2801-3,126.49126578078933,37.494450407086525
461,파동,대구,수성구,대구 수성구 상동 380-2,정,대구광역시 수성구 상동 380-2,128.61156491351338,35.83184355504066
474,계산3호,인천,계양구,인천 계양구 계산동 942-30,정,인천광역시 계양구 계산동 942-30,126.72174334223908,37.54076405781183
472,계산1호,인천,계양구,인천 계양구 계산동 1081-10,정,인천광역시 계양구 계산동 1081-10,126.73688960185717,37.535937902914775
469,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1,정,인천광역시 강화군 강화읍 갑곳리 199-1,126.49134103863346,37.74400256533221
473,계산2호,인천,계양구,인천 계양구 계산동 61-2,정,인천광역시 계양구 계산동 61-2,126.73084206712045,37.53814549862556
450,만촌1호,대구,수성구,대구 수성구 만촌동 849-2,정,대구광역시 수성구 만촌동 849-2,128.64812454938203,35.85777227104077
463,남산대신,대구,중구,대구 중구 남산3동 2466-14,정,대구광역시 중구 남산동 2466-14,128.5822664153698,35.86147960473218
468,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8,정,인천광역시 부평구 갈산동 55-8,126.73120175714048,37.517442913729305
477,구월,인천,남동구,인천 남동구 구월동 1133-13,정,인천광역시 남동구 구월동 1133-13,126.70411631822549,37.45369407891433
467,간석1호,인천,남동구,인천 남동구 구월동 70-80,정,인천광역시 남동구 구월동 70-80,126.71467136641071,37.458022709312054
471,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호,정,인천광역시 서구 검암동 626-2,126.67351188485772,37.56207752837682
449,호산파호,대구,달서구,대구 달서구 호산동 357-116,정,대구광역시 달서구 호산동 357-116,128.4855009038684,35.84921086884491
470,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1,대,인천광역시 서구 검단로,126.69259091326013,37.61968948891505
476,관교,인천,남구,인천 남구 관교동 321-5,대,인천광역시,126.45863279625225,37.475218162571856
487,계산2호,인천,계양구,인천 계양구 계산동 61-2,정,인천광역시 계양구 계산동 61-2,126.73084206712045,37.53814549862556
481,당하,인천,서구,인천 서구 마전동 585,유,인천광역시 서구 마전동 616,126.66848960934561,37.5937704141001
490,작전1호,인천,계양구,인천 계양구 작전동 149-1,정,인천광역시 계양구 작전동 149-1,126.7338083659649,37.5278153195084
489,임학박촌,인천,계양구,인천 계양구 박촌동 52-3,정,인천광역시 계양구 박촌동 52-3,126.7452924704187,37.556065121346336
465,가정루원시티,인천,서구,인천 서구 가정동 614-14,정,인천광역시 서구 가정동 614-14,126.67102624928594,37.527922964533495
488,계산3호,인천,계양구,인천 계양구 계산동 942-30,정,인천광역시 계양구 계산동 942-30,126.72174334223908,37.54076405781183
483,동춘,인천,연수구,인천 연수구 동춘동 934-1,정,인천광역시 연수구 동춘동 934-1,126.67191476670392,37.40748015481086
478,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2,정,인천광역시 남동구 구월동 1517-2,126.71666346883617,37.443135074353165
484,만수1호,인천,남동구,인천 남동구 만수동 1045 103호,정,인천광역시 남동구 만수동 1045,126.73738652157611,37.44102278153444
492,효성2호,인천,계양구,인천 계양구 효성2동 273-3,정,인천광역시 계양구 효성동 273-3,126.71108577927656,37.52638065323742
486,계산1호,인천,계양구,인천 계양구 계산동 1081-10,정,인천광역시 계양구 계산동 1081-10,126.73688960185717,37.535937902914775
482,도화(인천),인천,미추홀구,인천 미추홀구 도화동 1005-3 스카이프라자2,정,인천광역시 미추홀구 도화동 1005-3,126.6615578138452,37.47262867899486
464,중앙(대구),대구,중구,대구 중구 남일동 33-9,정,대구광역시 중구 남일동 33-9,128.59367670899616,35.87044418707249
485,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1,정,인천광역시 강화군 강화읍 갑곳리 199-1,126.49134103863346,37.74400256533221
502,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1,정,인천광역시 남동구 논현동 752-1,126.73424107021818,37.398450640690676
491,효성1호,인천,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호",정,인천광역시 계양구 효성동 21-11,126.71318414214008,37.53286972649682
496,주안1호,인천,남구,인천 남구 주안동 1523-2,대,인천광역시,126.45863279625225,37.475218162571856
493,관교,인천,남구,인천 남구 관교동 321-5,대,인천광역시,126.45863279625225,37.475218162571856
504,만수2호,인천,남동구,인천 남동구 만수동 1118-2,정,인천광역시 남동구 만수동 1118-2,126.73305594340236,37.46143636698878
505,만수3호,인천,남동구,인천 남동구 간석3동 921-14,정,인천광역시 남동구 간석동 921-14,126.72078741537405,37.46108403282077
498,간석1호,인천,남동구,인천 남동구 구월동 70-80,정,인천광역시 남동구 구월동 70-80,126.71467136641071,37.458022709312054
503,만수1호,인천,남동구,인천 남동구 만수동 1045 103호,정,인천광역시 남동구 만수동 1045,126.73738652157611,37.44102278153444
499,구월,인천,남동구,인천 남동구 구월동 1133-13,정,인천광역시 남동구 구월동 1133-13,126.70411631822549,37.45369407891433
507,소래포구,인천,남동구,인천 남동구 논현동 671-3,정,인천광역시 남동구 논현동 671-3,126.73445976482634,37.401428231606545
497,학익1호,인천,남구,인천 남구 학익동 293-37,대,인천광역시,126.45863279625225,37.475218162571856
480,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1,정,인천광역시 남동구 논현동 752-1,126.73424107021818,37.398450640690676
500,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2,정,인천광역시 남동구 구월동 1517-2,126.71666346883617,37.443135074353165
501,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8,정,인천광역시 남동구 논현동 620-8,126.72153962516218,37.40203001240664
506,서창,인천,남동구,인천 남동구 서창동 706,정,인천광역시 남동구 서창동 706,126.74984425614997,37.422938736253734
519,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8,정,인천광역시 부평구 갈산동 55-8,126.73120175714048,37.517442913729305
508,간석1호,인천,남동구,인천 남동구 구월동 70-80,정,인천광역시 남동구 구월동 70-80,126.71467136641071,37.458022709312054
513,만수1호,인천,남동구,인천 남동구 만수동 1045 103호,정,인천광역시 남동구 만수동 1045,126.73738652157611,37.44102278153444
520,부개3동,인천,부평구,인천 부평구 부개동 12-176,정,인천광역시 부평구 부개동 12-176,126.73600056841569,37.50376370307987
517,소래포구,인천,남동구,인천 남동구 논현동 671-3,정,인천광역시 남동구 논현동 671-3,126.73445976482634,37.401428231606545
518,송현(인천),인천,동구,인천 동구 송림동 234-1,정,인천광역시 동구 송림동 234-1,126.63721556322396,37.47353447069864
514,만수2호,인천,남동구,인천 남동구 만수동 1118-2,정,인천광역시 남동구 만수동 1118-2,126.73305594340236,37.46143636698878
495,용현5동,인천,남구,인천 남구 용현동 630-45,대,인천광역시,126.45863279625225,37.475218162571856
479,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8,정,인천광역시 남동구 논현동 620-8,126.72153962516218,37.40203001240664
522,부평2호,인천,부평구,인천 부평구 부평동 889-8,정,인천광역시 부평구 부평동 889-8,126.7249802713118,37.504782874891056
512,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1,정,인천광역시 남동구 논현동 752-1,126.73424107021818,37.398450640690676
515,만수3호,인천,남동구,인천 남동구 간석3동 921-14,정,인천광역시 남동구 간석동 921-14,126.72078741537405,37.46108403282077
516,서창,인천,남동구,인천 남동구 서창동 706,정,인천광역시 남동구 서창동 706,126.74984425614997,37.422938736253734
535,불로원당,인천,서구,인천 서구 당하동 1033-3 조이빌 103,정,인천광역시 서구 당하동 1033-3,126.69957223639385,37.593048634473476
534,당하,인천,서구,인천 서구 마전동 585,유,인천광역시 서구 마전동 616,126.66848960934561,37.5937704141001
528,십정1호,인천,부평구,인천 부평구 십정동 440-11,정,인천광역시 부평구 십정동 440-11,126.69965887502023,37.469197124280925
523,부평역,인천,부평구,인천 부평구 부평동 192-14,정,인천광역시 부평구 부평동 192-14,126.72569679684808,37.49384833899991
521,부평1호,인천,부평구,인천 부평구 부평동 451-30,정,인천광역시 부평구 부평동 451-30,126.72134617381664,37.50174876550464
532,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1,대,인천광역시 서구 검단로,126.69259091326013,37.61968948891505
494,용현2동,인천,남구,인천 남구 용현동 558-32,대,인천광역시,126.45863279625225,37.475218162571856
533,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호,정,인천광역시 서구 검암동 626-2,126.67351188485772,37.56207752837682
511,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8,정,인천광역시 남동구 논현동 620-8,126.72153962516218,37.40203001240664
529,청천,인천,부평구,인천 부평구 청천동 14-8,정,인천광역시 부평구 청천동 14-8,126.70419991578125,37.5197090622943
510,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2,정,인천광역시 남동구 구월동 1517-2,126.71666346883617,37.443135074353165
537,연희1호(인천),인천,서구,인천 서구 심곡동 257-15,정,인천광역시 서구 심곡동 257-15,126.67328161563657,37.5420975488028
527,삼산(부평),인천,부평구,인천 부평구 삼산동 433-1,정,인천광역시 부평구 삼산동 433-1,126.73392521237142,37.516026117413894
530,가정루원시티,인천,서구,인천 서구 가정동 614-14,정,인천광역시 서구 가정동 614-14,126.67102624928594,37.527922964533495
531,가좌,인천,서구,인천 서구 가좌동 30-78,정,인천광역시 서구 가좌동 30-78,126.68429706073124,37.494075404146066
550,금호,광주,서구,광주 서구 쌍촌동 881번지,정,광주광역시 서구 쌍촌동 881,126.85743144502058,35.144594471406336
549,계림,광주,동구,광주 동구 장동 16-4,정,광주광역시 동구 장동 16-4,126.91910682621113,35.15289567874119
543,송도드림시티,인천,연수구,인천 연수구 송도동 3-2,정,인천광역시 연수구 송도동 3-2,126.65018198552809,37.39497207463947
538,청라,인천,서구,인천 서구 연희동 799-8 우리프라자 1층,유,인천광역시 서구 연희동 826-2,126.66638687039386,37.5403642839747
536,석남가정,인천,서구,인천 서구 가정동 505-4,정,인천광역시 서구 가정동 505-4,126.67349274280691,37.51770778337425
544,송도캠퍼스타운,인천,연수구,인천 연수구 송도동 155(송도아메리칸타운파크),정,인천광역시 연수구 송도동 155,126.66217089307244,37.38508357408206
547,공항신도시,인천,중구,인천 중구 운서동 2801-3,정,인천광역시 중구 운서동 2801-3,126.49126578078933,37.494450407086525
548,영종하늘도시,인천,중구,"인천 중구 중산동 1884-4 108,109호",정,인천광역시 중구 중산동 1884-4,126.56179128778177,37.48885988456528
525,산곡2호,인천,부평구,인천 부평구 산곡동 119-54,정,인천광역시 부평구 산곡동 119-54,126.70885014398183,37.50771819182129
509,구월,인천,남동구,인천 남동구 구월동 1133-13,정,인천광역시 남동구 구월동 1133-13,126.70411631822549,37.45369407891433
526,산곡3호,인천,부평구,인천 부평구 산곡2동 251-1,정,인천광역시 부평구 산곡동 251-1,126.70305704473799,37.50021646519744
542,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호,정,인천광역시 연수구 송도동 21-59 302동,126.64957062333886,37.39661178245929
552,농성1호,광주,서구,광주 서구 화정동 178-128,정,광주광역시 서구 화정동 178-128,126.88087240641244,35.15498764286687
545,연수중앙,인천,연수구,인천 연수구 연수동 626,정,인천광역시 연수구 연수동 626,126.67923629515562,37.41310431012972
546,옥련,인천,연수구,인천 연수구 옥련동 194-4,정,인천광역시 연수구 옥련동 194-4,126.64439819025841,37.42389333490195
564,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층,정,광주광역시 광산구 장덕동 1479,126.81395106794291,35.19140723995473
565,수완2호,광주,광산구,광주 광산구 수완동 1128번지  102호,유,광주광역시 광산구 수완동 1128,126.82849930846464,35.1916051898798
553,동천(광주),광주,서구,광주 서구 동천동 598,정,광주광역시 서구 동천동 598,126.8667087446792,35.17152287657851
558,봉선1호,광주,남구,광주 남구 주월1동 1253-4,유,광주광역시 남구 주월동 1249-2,126.89747813112773,35.1285644920164
551,노대효천,광주,남구,광주 남구 노대동 814,정,광주광역시 남구 노대동 814,126.90056204467237,35.102137561613354
559,봉선2호,광주,남구,광주 남구 봉선2동 475,정,광주광역시 남구 봉선동 475,126.90969147096526,35.125862438655496
562,소촌우산,광주,광산구,광주 광산구 소촌동 244-6,정,광주광역시 광산구 소촌동 244-6,126.79536892146936,35.15748710451802
540,동춘,인천,연수구,인천 연수구 동춘동 934-1,정,인천광역시 연수구 동춘동 934-1,126.67191476670392,37.40748015481086
563,송정1호,광주,광산구,광주 광산구 도산동 1143,정,광주광역시 광산구 도산동 1143,126.79174376714417,35.12919370833375
524,산곡1호,인천,부평구,인천 부평구 산곡동 369-270,정,인천광역시 부평구 산곡동 369-270,126.70447974257685,37.491963484504474
541,선학연수3호,인천,연수구,인천 연수구 선학동 406-2,정,인천광역시 연수구 선학동 406-2,126.69840378682076,37.42701099837594
557,백운,광주,남구,광주 남구 서동 71-15,정,광주광역시 남구 서동 71-15,126.90564478743407,35.14317228421197
579,첨단중앙,광주,광산구,광주 광산구 쌍암동 694-60,정,광주광역시 광산구 쌍암동 694-60,126.84907399625953,35.21440055813014
580,하남1호,광주,광산구,광주 광산구 산정동 977-13,정,광주광역시 광산구 산정동 977-13,126.8037112136881,35.16676671617577
561,선운지구,광주,광산구,광주 광산구 선암동 777,정,광주광역시 광산구 선암동 777,126.77036346659742,35.14895019952827
567,신창,광주,광산구,광주 광산구 신창동 1236-1,정,광주광역시 광산구 신창동 1236-1,126.83807403470512,35.19441013866361
560,상무1호,광주,서구,광주 서구 치평동 1258,정,광주광역시 서구 치평동 1258,126.85047685417139,35.15011893237424
573,수완2호,광주,광산구,광주 광산구 수완동 1128번지  102호,유,광주광역시 광산구 수완동 1128,126.82849930846464,35.1916051898798
566,신가,광주,광산구,광주 광산구 신가동 974-6,정,광주광역시 광산구 신가동 974-6,126.83355548802943,35.18542729425451
568,쌍촌1호,광주,서구,광주 서구 쌍촌동 147,정,광주광역시 서구 쌍촌동 147,126.86590766934529,35.157960232478864
578,첨단2호,광주,광산구,광주 광산구 쌍암동 655-4번지,정,광주광역시 광산구 쌍암동 655-4,126.84241031022275,35.22047427269166
577,첨단1호,광주,광산구,광주 광산구 산월동 884-2,정,광주광역시 광산구 산월동 884-2,126.85041403377267,35.2105594412287
556,문흥1호,광주,북구,광주 북구 문흥동 980-15,정,광주광역시 북구 문흥동 980-15,126.92592426102955,35.18878402088428
555,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호",정,광주광역시 서구 금호동 813,126.85635653532637,35.127499574754424
539,청라호수공원,인천,서구,인천 서구 청라동 152-15,정,인천광역시 서구 청라동 152-15,126.63693999167153,37.53257012236554
572,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층,정,광주광역시 광산구 장덕동 1479,126.81395106794291,35.19140723995473
594,연제,광주,북구,광주 북구 연제동 41-3,정,광주광역시 북구 연제동 41-3,126.87055189299417,35.197516355771846
595,오치,광주,북구,광주 북구 오치동 785-4,정,광주광역시 북구 오치동 785-4,126.89856969875314,35.18680417893649
574,신가,광주,광산구,광주 광산구 신가동 974-6,정,광주광역시 광산구 신가동 974-6,126.83355548802943,35.18542729425451
